"대구광역시","남자","5~9세",3465,78,56,2132,21,12,27,40,X,143,34,17,29,11,26,536,120,13,167,3065,58,34,1851,15,8,24,38,7,117,22,19,32,11,10,517,103,16,183,3431,61,42,2175,18,5,22,31,12,130,24,24,33,13,16,524,102,14,185,3040,73,48,1854,21,5,16,23,6,124,27,25,29,15,7,503,122,13,129,3113,57,58,1925,21,11,16,34,6,105,21,18,21,9,X,565,100,23,119
"대구광역시","남자","10~14세",2308,32,32,1478,13,8,13,28,X,77,14,16,21,10,11,285,78,12,176,2145,47,20,1350,7,5,9,27,X,65,22,12,24,7,6,286,59,11,184,2351,36,19,1517,13,X,7,27,X,71,11,11,21,9,6,273,69,11,242,2027,26,28,1320,6,X,6,19,6,51,26,22,22,5,X,301,59,7,116,2083,38,34,1301,17,X,7,18,5,78,18,7,16,10,12,311,70,20,118
"대구광역시","남자","15~19세",5349,126,145,2604,42,14,65,148,13,191,54,45,73,45,41,1036,352,19,336,5884,149,164,2875,37,17,55,140,12,218,61,61,78,55,36,1043,386,25,472,6789,109,166,3575,33,18,53,168,12,263,75,64,72,56,48,1300,416,29,332,3508,92,107,1457,26,10,36,101,16,165,55,55,54,30,28,789,301,31,155,4978,133,160,2183,41,26,42,147,9,207,59,56,54,45,40,1147,404,47,178
"대구광역시","남자","20~24세",8868,350,295,2979,105,44,118,289,24,429,88,95,105,47,65,2382,600,32,821,8799,351,269,3037,53,39,106,258,24,478,88,114,102,57,57,2246,585,44,891,9747,347,346,3315,55,57,87,327,21,490,106,96,101,48,93,2759,664,36,799,8360,434,299,3040,57,32,115,289,25,586,85,116,110,65,55,2025,626,48,353,8292,355,385,2697,79,40,110,290,24,465,100,94,120,62,83,2250,725,45,368
"대구광역시","남자","25~29세",12694,734,435,5177,140,51,181,330,20,588,134,110,148,63,52,2869,578,64,1020,12378,679,367,5352,114,48,132,280,31,613,133,117,136,61,60,2574,601,55,1025,13918,757,420,5977,132,45,117,346,35,661,131,124,146,73,71,3142,652,52,1037,13069,715,487,5992,108,44,129,319,26,675,115,172,163,59,72,2867,653,51,422,12032,655,495,5358,113,44,133,323,26,611,91,136,135,80,71,2647,621,57,436
"대구광역시","남자","30~34세",11047,474,262,6131,86,35,80,173,16,460,77,81,103,50,46,2002,468,34,469,10152,428,244,5404,78,32,102,168,19,450,68,67,99,36,44,1945,408,39,521,11081,482,253,6116,85,41,90,152,17,449,64,74,113,43,48,2162,425,38,429,11035,504,271,6205,70,48,97,152,29,468,53,106,96,36,33,2041,446,37,343,10750,521,307,5834,86,42,105,149,20,469,89,97,120,39,44,1950,399,40,439
"대구광역시","남자","35~39세",10088,327,191,6137,63,34,93,130,22,414,67,60,86,33,43,1557,368,24,439,8751,309,184,5168,59,28,59,116,21,369,51,64,87,36,36,1417,313,29,405,9094,276,185,5570,54,31,82,126,23,310,52,51,58,31,29,1437,362,47,370,8296,298,166,4957,48,26,65,80,19,329,42,54,75,39,28,1388,306,38,338,7728,254,165,4612,44,16,47,92,20,339,48,54,77,26,25,1245,251,30,383
"대구광역시","남자","40~44세",6864,211,138,4170,42,30,52,82,11,282,39,39,67,33,30,983,223,26,406,6248,197,128,3715,45,16,47,84,16,249,40,35,57,21,18,946,214,41,379,7135,220,136,4308,51,17,37,71,24,283,45,44,72,31,19,1108,223,28,418,6594,216,127,3946,37,16,45,70,14,279,37,53,74,25,25,1041,232,31,326,6495,179,118,3882,56,18,37,72,16,268,48,48,60,17,21,1044,202,38,371
"대구광역시","남자","45~49세",6050,203,110,3701,45,14,30,52,9,250,35,38,47,25,19,859,199,36,378,5829,166,92,3648,33,11,38,63,12,243,47,44,61,14,13,781,175,36,352,6141,182,96,3681,42,16,44,56,14,219,45,36,66,26,24,912,192,30,460,5441,152,91,3273,39,13,33,59,7,259,33,49,49,26,21,857,173,30,277,4698,142,71,2850,24,21,26,54,9,196,34,41,49,22,20,653,148,28,310
"대구광역시","남자","50~54세",5358,151,81,3407,32,12,53,56,X,166,31,34,44,12,27,824,147,29,248,5139,114,84,3392,27,8,31,48,5,134,31,32,44,10,21,717,147,26,268,6078,153,83,3819,30,8,32,68,9,177,28,35,52,20,15,867,191,32,459,5411,152,71,3426,33,10,32,55,14,201,28,25,48,21,20,831,184,28,232,4914,139,80,3061,23,14,38,45,13,210,44,31,44,13,17,707,134,24,277
