"지역별(시/군/구)","산업분류별","규모별","항목","단위","2018 년","2019 년","2020 년","2021 년","2022 년",
"대구광역시","P.교육 서비스업(85)","5~9인","총종사자수_남자[명]","명","2280","2351","1827","1801","1908",
"대구광역시","P.교육 서비스업(85)","5~9인","총종사자수_여자[명]","명","4988","5173","4200","4277","4405",
"대구광역시","P.교육 서비스업(85)","10~29인","사업체수[개]","개","548","538","452","493","514",
"대구광역시","P.교육 서비스업(85)","10~29인","총종사자수_계[명]","명","8785","8844","7198","7847","8133",
"대구광역시","P.교육 서비스업(85)","10~29인","총종사자수_남자[명]","명","2192","2168","1786","2093","2234",
"대구광역시","P.교육 서비스업(85)","10~29인","총종사자수_여자[명]","명","6593","6676","5412","5754","5899",
"대구광역시","P.교육 서비스업(85)","30~49인","사업체수[개]","개","83","85","76","70","73",
"대구광역시","P.교육 서비스업(85)","30~49인","총종사자수_계[명]","명","3177","3085","2762","2515","2675",
"대구광역시","P.교육 서비스업(85)","30~49인","총종사자수_남자[명]","명","950","966","818","699","793",
"대구광역시","P.교육 서비스업(85)","30~49인","총종사자수_여자[명]","명","2227","2119","1944","1816","1882",
"대구광역시","P.교육 서비스업(85)","50~99인","사업체수[개]","개","68","76","74","72","81",
"대구광역시","P.교육 서비스업(85)","50~99인","총종사자수_계[명]","명","4707","5474","5408","5131","6058",
"대구광역시","P.교육 서비스업(85)","50~99인","총종사자수_남자[명]","명","2238","2586","2472","2406","2684",
"대구광역시","P.교육 서비스업(85)","50~99인","총종사자수_여자[명]","명","2469","2888","2936","2725","3374",
"대구광역시","P.교육 서비스업(85)","100~199인","사업체수[개]","개","35","29","26","34","28",
"대구광역시","P.교육 서비스업(85)","100~199인","총종사자수_계[명]","명","4125","3587","3063","4080","3438",
"대구광역시","P.교육 서비스업(85)","100~199인","총종사자수_남자[명]","명","2214","1868","1551","1869","1577",
"대구광역시","P.교육 서비스업(85)","100~199인","총종사자수_여자[명]","명","1911","1719","1512","2211","1861",
"대구광역시","P.교육 서비스업(85)","200~299인","사업체수[개]","개","2","4","2","1","1",
"대구광역시","P.교육 서비스업(85)","200~299인","총종사자수_계[명]","명","462","928","504","265","260",
"대구광역시","P.교육 서비스업(85)","200~299인","총종사자수_남자[명]","명","120","580","316","127","122",
"대구광역시","P.교육 서비스업(85)","200~299인","총종사자수_여자[명]","명","342","348","188","138","138",
"대구광역시","P.교육 서비스업(85)","300~499인","사업체수[개]","개","4","3","3","2","2",
"대구광역시","P.교육 서비스업(85)","300~499인","총종사자수_계[명]","명","1411","1162","1277","692","715",
"대구광역시","P.교육 서비스업(85)","300~499인","총종사자수_남자[명]","명","669","439","723","429","332",
"대구광역시","P.교육 서비스업(85)","300~499인","총종사자수_여자[명]","명","742","723","554","263","383",
"대구광역시","P.교육 서비스업(85)","500~999인","사업체수[개]","개","3","5","5","6","6",
"대구광역시","P.교육 서비스업(85)","500~999인","총종사자수_계[명]","명","2123","3496","3198","4103","4232",
"대구광역시","P.교육 서비스업(85)","500~999인","총종사자수_남자[명]","명","1194","1836","1831","2081","2253",
"대구광역시","P.교육 서비스업(85)","500~999인","총종사자수_여자[명]","명","929","1660","1367","2022","1979",
"대구광역시","P.교육 서비스업(85)","1000인이상","사업체수[개]","개","2","1","1","1","1",
"대구광역시","P.교육 서비스업(85)","1000인이상","총종사자수_계[명]","명","3235","2473","2548","1988","1876",
"대구광역시","P.교육 서비스업(85)","1000인이상","총종사자수_남자[명]","명","1953","1661","1549","1201","1172",
"대구광역시","P.교육 서비스업(85)","1000인이상","총종사자수_여자[명]","명","1282","812","999","787","704",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","전규모","사업체수[개]","개","6795","6967","6914","7012","7366",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","전규모","총종사자수_계[명]","명","95447","99370","107350","114615","121620",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","전규모","총종사자수_남자[명]","명","20179","19791","21658","22521","23791",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","전규모","총종사자수_여자[명]","명","75268","79579","85692","92094","97829",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","1~4인","사업체수[개]","개","2827","2890","2866","2885","3109",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","1~4인","총종사자수_계[명]","명","8730","8849","8583","8761","9303",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","1~4인","총종사자수_남자[명]","명","2319","2298","2241","2319","2434",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","1~4인","총종사자수_여자[명]","명","6411","6551","6342","6442","6869",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","5~9인","사업체수[개]","개","2199","2182","2072","1972","1941",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","5~9인","총종사자수_계[명]","명","14082","13944","13357","12722","12656",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","5~9인","총종사자수_남자[명]","명","2198","2279","2161","2199","2312",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","5~9인","총종사자수_여자[명]","명","11884","11665","11196","10523","10344",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","10~29인","사업체수[개]","개","1301","1372","1393","1519","1619",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","10~29인","총종사자수_계[명]","명","20198","21870","21934","23920","25841",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","10~29인","총종사자수_남자[명]","명","2939","3202","3109","3401","3706",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","10~29인","총종사자수_여자[명]","명","17259","18668","18825","20519","22135",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","30~49인","사업체수[개]","개","182","216","252","275","310",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","30~49인","총종사자수_계[명]","명","6693","7973","9557","10520","11615",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","30~49인","총종사자수_남자[명]","명","787","1017","871","987","1096",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","30~49인","총종사자수_여자[명]","명","5906","6956","8686","9533","10519",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","50~99인","사업체수[개]","개","178","185","206","227","249",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","50~99인","총종사자수_계[명]","명","12352","12840","14128","15667","16971",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","50~99인","총종사자수_남자[명]","명","2190","2266","2373","2573","2589",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","50~99인","총종사자수_여자[명]","명","10162","10574","11755","13094","14382",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","100~199인","사업체수[개]","개","76","83","77","80","85",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","100~199인","총종사자수_계[명]","명","10700","11672","10475","11070","11805",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","100~199인","총종사자수_남자[명]","명","2145","2411","2025","2223","2288",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","100~199인","총종사자수_여자[명]","명","8555","9261","8450","8847","9517",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","200~299인","사업체수[개]","개","17","23","30","34","33",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","200~299인","총종사자수_계[명]","명","4072","5480","7340","8197","8311",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","200~299인","총종사자수_남자[명]","명","820","1044","1738","1992","1931",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","200~299인","총종사자수_여자[명]","명","3252","4436","5602","6205","6380",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","300~499인","사업체수[개]","개","4","6","7","9","9",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","300~499인","총종사자수_계[명]","명","1267","2042","2508","3249","3401",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","300~499인","총종사자수_남자[명]","명","337","565","529","725","822",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","300~499인","총종사자수_여자[명]","명","930","1477","1979","2524","2579",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","500~999인","사업체수[개]","개","3","3","3","3","3",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","500~999인","총종사자수_계[명]","명","2375","2295","2112","2036","2369",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","500~999인","총종사자수_남자[명]","명","832","813","680","803","907",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","500~999인","총종사자수_여자[명]","명","1543","1482","1432","1233","1462",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","1000인이상","사업체수[개]","개","8","7","8","8","8",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","1000인이상","총종사자수_계[명]","명","14978","12405","17356","18473","19348",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","1000인이상","총종사자수_남자[명]","명","5612","3896","5931","5299","5706",
"대구광역시","Q.보건업 및 사회복지 서비스업(86~87)","1000인이상","총종사자수_여자[명]","명","9366","8509","11425","13174","13642",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","전규모","사업체수[개]","개","2326","2475","1674","1687","1805",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","전규모","총종사자수_계[명]","명","12290","12867","8729","9153","9718",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","전규모","총종사자수_남자[명]","명","6655","6883","4707","4879","5202",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","전규모","총종사자수_여자[명]","명","5635","5984","4022","4274","4516",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","1~4인","사업체수[개]","개","1699","1855","1239","1218","1294",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","1~4인","총종사자수_계[명]","명","4709","5081","3087","3085","3234",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","1~4인","총종사자수_남자[명]","명","2617","2836","1723","1744","1847",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","1~4인","총종사자수_여자[명]","명","2092","2245","1364","1341","1387",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","5~9인","사업체수[개]","개","496","476","312","340","373",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","5~9인","총종사자수_계[명]","명","3084","2952","1898","2095","2308",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","5~9인","총종사자수_남자[명]","명","1621","1545","1000","1046","1196",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","5~9인","총종사자수_여자[명]","명","1463","1407","898","1049","1112",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","10~29인","사업체수[개]","개","86","99","90","91","101",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","10~29인","총종사자수_계[명]","명","1364","1535","1429","1372","1574",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","10~29인","총종사자수_남자[명]","명","698","753","720","747","808",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","10~29인","총종사자수_여자[명]","명","666","782","709","625","766",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","30~49인","사업체수[개]","개","24","21","19","21","22",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","30~49인","총종사자수_계[명]","명","889","790","758","768","858",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","30~49인","총종사자수_남자[명]","명","510","412","434","370","501",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","30~49인","총종사자수_여자[명]","명","379","378","324","398","357",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","50~99인","사업체수[개]","개","13","14","6","9","8",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","50~99인","총종사자수_계[명]","명","877","917","394","530","523",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","50~99인","총종사자수_남자[명]","명","495","487","218","329","258",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","50~99인","총종사자수_여자[명]","명","382","430","176","201","265",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","100~199인","사업체수[개]","개","6","8","7","6","5",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","100~199인","총종사자수_계[명]","명","865","1090","912","821","708",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","100~199인","총종사자수_남자[명]","명","427","571","461","362","300",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","100~199인","총종사자수_여자[명]","명","438","519","451","459","408",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","200~299인","사업체수[개]","개","2","2","1","2","2",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","200~299인","총종사자수_계[명]","명","502","502","251","482","513",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","200~299인","총종사자수_남자[명]","명","287","279","151","281","292",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","200~299인","총종사자수_여자[명]","명","215","223","100","201","221",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","300~499인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","300~499인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","300~499인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","300~499인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","500~999인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","500~999인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","500~999인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","500~999인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","1000인이상","사업체수[개]","개","0","0","0","0","0",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","1000인이상","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","1000인이상","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","R.예술, 스포츠 및 여가관련 서비스업(90~91)","1000인이상","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","전규모","사업체수[개]","개","6497","6664","5749","5554","5718",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","전규모","총종사자수_계[명]","명","25852","26287","21619","21357","21345",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","전규모","총종사자수_남자[명]","명","14738","15281","13455","12936","12818",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","전규모","총종사자수_여자[명]","명","11114","11006","8164","8421","8527",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","1~4인","사업체수[개]","개","5245","5394","4788","4529","4712",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","1~4인","총종사자수_계[명]","명","10954","11442","9130","8770","9135",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","1~4인","총종사자수_남자[명]","명","5969","6280","5574","5273","5361",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","1~4인","총종사자수_여자[명]","명","4985","5162","3556","3497","3774",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","5~9인","사업체수[개]","개","819","845","568","636","646",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","5~9인","총종사자수_계[명]","명","5224","5355","3622","4030","4097",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","5~9인","총종사자수_남자[명]","명","2906","2963","2172","2358","2357",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","5~9인","총종사자수_여자[명]","명","2318","2392","1450","1672","1740",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","10~29인","사업체수[개]","개","365","363","338","330","303",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","10~29인","총종사자수_계[명]","명","5751","5794","5233","5203","4838",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","10~29인","총종사자수_남자[명]","명","3599","3733","3368","3347","3065",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","10~29인","총종사자수_여자[명]","명","2152","2061","1865","1856","1773",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~49인","사업체수[개]","개","42","33","29","40","38",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~49인","총종사자수_계[명]","명","1562","1181","1082","1391","1335",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~49인","총종사자수_남자[명]","명","1023","842","730","794","836",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~49인","총종사자수_여자[명]","명","539","339","352","597","499",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~99인","사업체수[개]","개","19","22","19","13","11",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~99인","총종사자수_계[명]","명","1256","1388","1343","863","672",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~99인","총종사자수_남자[명]","명","615","735","953","457","376",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~99인","총종사자수_여자[명]","명","641","653","390","406","296",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","100~199인","사업체수[개]","개","6","6","5","5","7",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","100~199인","총종사자수_계[명]","명","805","775","579","704","950",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","100~199인","총종사자수_남자[명]","명","476","524","428","487","650",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","100~199인","총종사자수_여자[명]","명","329","251","151","217","300",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","200~299인","사업체수[개]","개","0","0","1","0","0",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","200~299인","총종사자수_계[명]","명","0","0","241","0","0",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","200~299인","총종사자수_남자[명]","명","0","0","15","0","0",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","200~299인","총종사자수_여자[명]","명","0","0","226","0","0",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","300~499인","사업체수[개]","개","1","1","1","1","1",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","300~499인","총종사자수_계[명]","명","300","352","389","396","318",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","300~499인","총종사자수_남자[명]","명","150","204","215","220","173",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","300~499인","총종사자수_여자[명]","명","150","148","174","176","145",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","500~999인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","500~999인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","500~999인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","500~999인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","1000인이상","사업체수[개]","개","0","0","0","0","0",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","1000인이상","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","1000인이상","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","1000인이상","총종사자수_여자[명]","명","0","0","0","0","0",
"중구","전체","전규모","사업체수[개]","개","9839","9929","7991","8153","8380",
"중구","전체","전규모","총종사자수_계[명]","명","74891","72019","61635","62445","66514",
"중구","전체","전규모","총종사자수_남자[명]","명","32666","31385","27457","26094","28379",
"중구","전체","전규모","총종사자수_여자[명]","명","42225","40634","34178","36351","38135",
"중구","전체","1~4인","사업체수[개]","개","6530","6780","5460","5493","5568",
"중구","전체","1~4인","총종사자수_계[명]","명","17549","18108","13005","13858","13906",
"중구","전체","1~4인","총종사자수_남자[명]","명","8115","8580","6689","7062","7084",
"중구","전체","1~4인","총종사자수_여자[명]","명","9434","9528","6316","6796","6822",
"중구","전체","5~9인","사업체수[개]","개","2056","1954","1488","1554","1644",
"중구","전체","5~9인","총종사자수_계[명]","명","13077","12742","9470","9902","10456",
"중구","전체","5~9인","총종사자수_남자[명]","명","6082","5970","4409","4443","4769",
"중구","전체","5~9인","총종사자수_여자[명]","명","6995","6772","5061","5459","5687",
"중구","전체","10~29인","사업체수[개]","개","922","856","784","825","872",
"중구","전체","10~29인","총종사자수_계[명]","명","14321","13570","12341","12865","13650",
"중구","전체","10~29인","총종사자수_남자[명]","명","6239","6082","5364","5640","5909",
"중구","전체","10~29인","총종사자수_여자[명]","명","8082","7488","6977","7225","7741",
"중구","전체","30~49인","사업체수[개]","개","187","179","110","128","143",
"중구","전체","30~49인","총종사자수_계[명]","명","6892","6692","4193","4623","5300",
"중구","전체","30~49인","총종사자수_남자[명]","명","2694","2535","1462","1679","1842",
"중구","전체","30~49인","총종사자수_여자[명]","명","4198","4157","2731","2944","3458",
"중구","전체","50~99인","사업체수[개]","개","83","104","89","94","96",
"중구","전체","50~99인","총종사자수_계[명]","명","5665","7005","5866","6191","6406",
"중구","전체","50~99인","총종사자수_남자[명]","명","2154","2554","1929","2052","2118",
"중구","전체","50~99인","총종사자수_여자[명]","명","3511","4451","3937","4139","4288",
"중구","전체","100~199인","사업체수[개]","개","43","37","34","34","33",
"중구","전체","100~199인","총종사자수_계[명]","명","5943","5072","4727","4738","4786",
"중구","전체","100~199인","총종사자수_남자[명]","명","1745","1722","1652","1698","1504",
"중구","전체","100~199인","총종사자수_여자[명]","명","4198","3350","3075","3040","3282",
"중구","전체","200~299인","사업체수[개]","개","11","11","16","16","14",
"중구","전체","200~299인","총종사자수_계[명]","명","2597","2488","3755","3613","3471",
"중구","전체","200~299인","총종사자수_남자[명]","명","773","601","1645","1382","1233",
"중구","전체","200~299인","총종사자수_여자[명]","명","1824","1887","2110","2231","2238",
"중구","전체","300~499인","사업체수[개]","개","2","5","8","6","7",
"중구","전체","300~499인","총종사자수_계[명]","명","670","1705","3121","2161","2591",
"중구","전체","300~499인","총종사자수_남자[명]","명","169","781","1216","717","695",
"중구","전체","300~499인","총종사자수_여자[명]","명","501","924","1905","1444","1896",
"중구","전체","500~999인","사업체수[개]","개","2","1","0","1","1",
"중구","전체","500~999인","총종사자수_계[명]","명","1321","505","0","572","989",
"중구","전체","500~999인","총종사자수_남자[명]","명","464","210","0","88","416",
"중구","전체","500~999인","총종사자수_여자[명]","명","857","295","0","484","573",
"중구","전체","1000인이상","사업체수[개]","개","3","2","2","2","2",
"중구","전체","1000인이상","총종사자수_계[명]","명","6856","4132","5157","3922","4959",
"중구","전체","1000인이상","총종사자수_남자[명]","명","4231","2350","3091","1333","2809",
"중구","전체","1000인이상","총종사자수_여자[명]","명","2625","1782","2066","2589","2150",
"중구","A.농업, 임업 및 어업(01~03)","전규모","사업체수[개]","개","0","0","0","2","2",
"중구","A.농업, 임업 및 어업(01~03)","전규모","총종사자수_계[명]","명","0","0","0","6","4",
"중구","A.농업, 임업 및 어업(01~03)","전규모","총종사자수_남자[명]","명","0","0","0","5","2",
"중구","A.농업, 임업 및 어업(01~03)","전규모","총종사자수_여자[명]","명","0","0","0","1","2",
"중구","A.농업, 임업 및 어업(01~03)","1~4인","사업체수[개]","개","0","0","0","2","2",
"중구","A.농업, 임업 및 어업(01~03)","1~4인","총종사자수_계[명]","명","0","0","0","6","4",
"중구","A.농업, 임업 및 어업(01~03)","1~4인","총종사자수_남자[명]","명","0","0","0","5","2",
"중구","A.농업, 임업 및 어업(01~03)","1~4인","총종사자수_여자[명]","명","0","0","0","1","2",
"중구","A.농업, 임업 및 어업(01~03)","5~9인","사업체수[개]","개","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","5~9인","총종사자수_계[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","5~9인","총종사자수_남자[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","5~9인","총종사자수_여자[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","10~29인","사업체수[개]","개","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","10~29인","총종사자수_계[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","10~29인","총종사자수_남자[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","10~29인","총종사자수_여자[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","30~49인","사업체수[개]","개","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","30~49인","총종사자수_계[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","30~49인","총종사자수_남자[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","30~49인","총종사자수_여자[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","50~99인","사업체수[개]","개","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","50~99인","총종사자수_계[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","50~99인","총종사자수_남자[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","50~99인","총종사자수_여자[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","100~199인","사업체수[개]","개","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","100~199인","총종사자수_계[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","100~199인","총종사자수_남자[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","100~199인","총종사자수_여자[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","200~299인","사업체수[개]","개","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","200~299인","총종사자수_계[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","200~299인","총종사자수_남자[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","200~299인","총종사자수_여자[명]","명","0","0","0","0","0",
"중구","A.농업, 임업 및 어업(01~03)","300~499인","사업체수[개]","개","0","0","0","0","0",
