follower_id,followee_id
281549959,39878719
219006863,39878719
39878719,23628391
39878719,1291770157
39878719,219006863
39878719,281549959
18353495,231274667
231274667,18353495
14165413,15819292
26991704,130610644
5660312,130610644
1026865187192680448,367154715
65054984,33427621
1097181956,33427621
120608954,33427621
33427621,65054984
5660312,63718360
63718360,5660312
63718360,32167968
373412696,52402926
52402926,373412696
191130837,45912552
45912552,20529265
45912552,295
45912552,601584641
45912552,191130837
17999514,3498911
114290721,2849721229
43817632,2849721229
30305148,2849721229
2849721229,23443243
2849721229,321125140
47798512,1902583399
46970523,1902583399
1902583399,177227260
1902583399,47798512
1902583399,416567293
1902583399,46970523
1902583399,1291770157
707279034535780352,1043334018
8723352,1043334018
2983373659,1043334018
311476854,1043334018
1085374855699226624,1043334018
859520057428324352,1043334018
1176567558868103168,1043334018
983952134851866624,1043334018
2369153479,1043334018
1016060366885879811,1043334018
2240063767,1043334018
1135807337011265537,1043334018
17343124,1043334018
1122921220566024192,1043334018
1116491177400918016,1043334018
15418064,1043334018
865082408042975232,1043334018
794542388,1043334018
14691196,1043334018
1008794887720972290,1043334018
996639310983172096,1043334018
53644053,1043334018
1038137892256854018,1043334018
766553918,1043334018
958436479293952000,1043334018
234010915,1043334018
630899499,1043334018
1012892486077960193,1043334018
1006151699709550592,1043334018
2307948594,1043334018
799903520375865344,1043334018
355044835,1043334018
15694913,1043334018
135500772,1043334018
883015356381630464,1043334018
957830946429915136,1043334018
966437122327699457,1043334018
14461721,1043334018
11801852,1043334018
309974855,1043334018
53553344,1043334018
357893654,1043334018
477480266,1043334018
817482630425739264,1043334018
103846480,1043334018
1071629592,1043334018
634568124,1043334018
877878979956551680,1043334018
750186884974800896,1043334018
1478876581,1043334018
2481633257,1043334018
828328097141424129,1043334018
784125211465568256,1043334018
845421155834056708,1043334018
845133629743259648,1043334018
20494108,1043334018
738449257020194816,1043334018
33288795,1043334018
22569361,1043334018
2983168665,1043334018
1854075703,1043334018
778999226994876416,1043334018
727451451329380352,1043334018
816581889943158786,1043334018
805304640472371200,1043334018
718947624720596992,1043334018
816050447962296320,1043334018
314786990,1043334018
38818613,1043334018
809510555740413953,1043334018
800766765554798593,1043334018
795375313840640000,1043334018
53002780,1043334018
1043334018,983952134851866624
1043334018,865082408042975232
1043334018,234010915
1043334018,15694913
1043334018,877878979956551680
1043334018,11801852
1043334018,309974855
1043334018,53553344
1043334018,817482630425739264
1043334018,103846480
1043334018,634568124
1043334018,750186884974800896
1043334018,1478876581
1043334018,2481633257
1043334018,828328097141424129
1043334018,784125211465568256
1043334018,845421155834056708
1043334018,845133629743259648
1043334018,738449257020194816
1043334018,33288795
1043334018,22569361
1043334018,2983168665
1043334018,1854075703
1043334018,778999226994876416
1043334018,727451451329380352
1043334018,816581889943158786
1043334018,805304640472371200
1043334018,718947624720596992
1043334018,816050447962296320
1043334018,314786990
1043334018,38818613
1043334018,809510555740413953
1043334018,800766765554798593
1043334018,795375313840640000
1043334018,53002780
1043334018,777324182883360768
1043334018,777973802064117760
1043334018,775503154871803905
1043334018,777150909839093760
1043334018,22015317
1043334018,1079662070
1043334018,2743027520
1043334018,15084740
1043334018,763786846102958081
1043334018,45382501
1043334018,717059913697112064
1043334018,358605686
1043334018,262668297
1043334018,753734457778171905
1043334018,116540794
1043334018,306241973
1043334018,745369358340259843
1043334018,174945219
1043334018,135251922
1043334018,1876757454
1043334018,4691679558
1043334018,7217012
1043334018,25761253
1043334018,494486938
1043334018,4879345631
1043334018,2228594305
1043334018,29039409
1043334018,2409241868
1043334018,535767863
1043334018,91567136
1043334018,108459046
1043334018,134881078
1043334018,3675995654
1043334018,3110199072
1043334018,2929007637
1043334018,358508008
1043334018,25307712
1043334018,3188545027
1043334018,2731919712
1043334018,26189923
1043334018,1538674286
1043334018,29607366
1043334018,2901866010
1043334018,3110393239
1043334018,3096677539
1043334018,3016308268
1043334018,233461808
1043334018,320306110
1043334018,68964940
1043334018,2916420628
1043334018,19166736
1043334018,19017772
1043334018,1149747402
1043334018,1955724727
1043334018,15452118
1043334018,2497710189
1043334018,45917603
1043334018,22252485
1043334018,8758962
1043334018,235857810
1043334018,141517773
1043334018,481697815
1043334018,1380361633
1043334018,481017526
1043334018,19220953
1043334018,194417745
1043334018,45491937
1043334018,53221158
1043334018,11780592
1043334018,1031965927
1043334018,17888209
1043334018,1030010149
1043334018,74742965
1043334018,1020934662
1043334018,352505498
1043334018,41803087
1043334018,740687389
1380361633,48435808
2848105041,48435808
103846480,48435808
817482630425739264,48435808
1105955804648259586,48435808
311476854,48435808
48435808,1380361633
48435808,2848105041
48435808,103846480
1380361633,70210879
15819292,70210879
52098439,70210879
70210879,2601673909
70210879,788464776192020482
70210879,52098439
70210879,352505498
70210879,320306110
70210879,15599371
70210879,15819292
318010123,1046418339290075136
3387427707,1046418339290075136
881303585044254720,1046418339290075136
57352139,1046418339290075136
1018799674726277120,1046418339290075136
1121945945682382848,1046418339290075136
1149488038206042114,1046418339290075136
3271236066,1046418339290075136
947748325708754945,1046418339290075136
730134893737320448,1046418339290075136
14283356,1046418339290075136
782977995866800128,1046418339290075136
289502898,1046418339290075136
2354155250,1046418339290075136
300073507,1046418339290075136
1569291246,1046418339290075136
894315597449875457,1046418339290075136
1124886360345731074,1046418339290075136
4396259302,1046418339290075136
2388444205,1046418339290075136
988939083190865921,1046418339290075136
927329180248928256,1046418339290075136
39236070,1046418339290075136
219199596,1046418339290075136
1084097406625558528,1046418339290075136
341766982,1046418339290075136
432080159,1046418339290075136
832635154610860037,1046418339290075136
1062843764660756480,1046418339290075136
213158344,1046418339290075136
1380361633,1046418339290075136
2602006298,1046418339290075136
1615993536,1046418339290075136
983952134851866624,1046418339290075136
1039015935112179712,1046418339290075136
1168276152,1046418339290075136
3112224443,1046418339290075136
113082270,1046418339290075136
1054709493337153536,1046418339290075136
770580317522497536,1046418339290075136
990350744984391680,1046418339290075136
1898696725,1046418339290075136
103846480,1046418339290075136
48450414,1046418339290075136
16631665,1046418339290075136
800740202541031424,1046418339290075136
1043588437981446150,1046418339290075136
1048302364791398401,1046418339290075136
898140553946177536,1046418339290075136
768509390194405376,1046418339290075136
261554094,1046418339290075136
1039679057141657600,1046418339290075136
960987432219967489,1046418339290075136
1057596327515828225,1046418339290075136
2538271566,1046418339290075136
117241601,1046418339290075136
1012331716827123712,1046418339290075136
1046418339290075136,881303585044254720
1046418339290075136,1018799674726277120
1046418339290075136,57352139
1046418339290075136,1121945945682382848
1046418339290075136,1124886360345731074
1046418339290075136,3271236066
1046418339290075136,947748325708754945
1046418339290075136,14283356
1046418339290075136,782977995866800128
1046418339290075136,289502898
1046418339290075136,2354155250
1046418339290075136,300073507
1046418339290075136,1569291246
1046418339290075136,894315597449875457
1046418339290075136,4396259302
1046418339290075136,2388444205
1046418339290075136,988939083190865921
1046418339290075136,927329180248928256
1046418339290075136,39236070
1046418339290075136,219199596
1046418339290075136,1084097406625558528
1046418339290075136,341766982
1046418339290075136,432080159
1046418339290075136,832635154610860037
1046418339290075136,1062843764660756480
1046418339290075136,213158344
1046418339290075136,1380361633
1046418339290075136,2602006298
1046418339290075136,1615993536
1046418339290075136,1039015935112179712
1046418339290075136,1168276152
1046418339290075136,3112224443
1046418339290075136,1054709493337153536
1046418339290075136,770580317522497536
1046418339290075136,990350744984391680
1046418339290075136,1898696725
1046418339290075136,19017772
1046418339290075136,103846480
1046418339290075136,48450414
1046418339290075136,16631665
1046418339290075136,800740202541031424
1046418339290075136,1043588437981446150
1046418339290075136,983952134851866624
1046418339290075136,1048302364791398401
1046418339290075136,898140553946177536
1046418339290075136,768509390194405376
1046418339290075136,261554094
1046418339290075136,1039679057141657600
1046418339290075136,960987432219967489
1046418339290075136,1057596327515828225
1046418339290075136,2538271566
1046418339290075136,1012331716827123712
943608648907051012,1332743239
3303467848,1332743239
1332743239,943608648907051012
1332743239,3303467848
1332743239,1624364336
261260355,17225583
17225583,320306110
17225583,261260355
169180530,3011804248
490698171,960987432219967489
1054709493337153536,960987432219967489
24232208,960987432219967489
432080159,960987432219967489
1046355508846841856,960987432219967489
930231747794567174,960987432219967489
4766586919,960987432219967489
219199596,960987432219967489
405208498,960987432219967489
46724382,960987432219967489
1343086021,960987432219967489
1102223468932853762,960987432219967489
914880366057488386,960987432219967489
1057596327515828225,960987432219967489
2960153089,960987432219967489
1168276152,960987432219967489
141332093,960987432219967489
1024357960083025920,960987432219967489
2466658572,960987432219967489
898140553946177536,960987432219967489
2477657478,960987432219967489
393076282,960987432219967489
1003500066,960987432219967489
1089930985939046401,960987432219967489
34809486,960987432219967489
2998182412,960987432219967489
1048302364791398401,960987432219967489
887920550714130433,960987432219967489
1069533219454763009,960987432219967489
1012331716827123712,960987432219967489
782987339425603584,960987432219967489
1043588437981446150,960987432219967489
990350744984391680,960987432219967489
768509390194405376,960987432219967489
895669692374712321,960987432219967489
960987432219967489,44251688
960987432219967489,1054709493337153536
960987432219967489,24232208
960987432219967489,432080159
960987432219967489,930231747794567174
960987432219967489,4766586919
960987432219967489,113082270
960987432219967489,219199596
960987432219967489,405208498
960987432219967489,3579120562
960987432219967489,46724382
960987432219967489,2388444205
960987432219967489,2601673909
960987432219967489,1124886360345731074
960987432219967489,3271236066
960987432219967489,1343086021
960987432219967489,1102223468932853762
960987432219967489,914880366057488386
960987432219967489,2960153089
960987432219967489,560021417
960987432219967489,1168276152
960987432219967489,141332093
960987432219967489,17626223
960987432219967489,4396259302
960987432219967489,1102759262156054528
960987432219967489,898140553946177536
960987432219967489,232241698
960987432219967489,2477657478
960987432219967489,1057596327515828225
960987432219967489,1003500066
960987432219967489,34809486
960987432219967489,1898696725
960987432219967489,1039679057141657600
960987432219967489,972495894733049860
960987432219967489,1069533219454763009
960987432219967489,1024357960083025920
960987432219967489,3253303949
960987432219967489,760146242244636672
960987432219967489,1012331716827123712
960987432219967489,887920550714130433
960987432219967489,990350744984391680
960987432219967489,568570290
960987432219967489,895669692374712321
960987432219967489,768153312269041665
960987432219967489,1192335060
960987432219967489,2543451515
960987432219967489,988939083190865921
960987432219967489,3387707473
960987432219967489,768509390194405376
960987432219967489,103846480
960987432219967489,799903520375865344
960987432219967489,800986361251721216
960987432219967489,794490172616437760
960987432219967489,16015917
960987432219967489,543874796
960987432219967489,983952134851866624
960987432219967489,88221655
960987432219967489,33533062
960987432219967489,782977995866800128
960987432219967489,341766982
960987432219967489,950094014392471553
960987432219967489,962254926016602112
960987432219967489,1380361633
960987432219967489,925567889695965186
960987432219967489,49617368
960987432219967489,832031373695315969
960987432219967489,3288403805
960987432219967489,2743027520
960987432219967489,770580317522497536
1136107758732881920,735570269176094720
63178306,735570269176094720
1017263041870745601,735570269176094720
932881081,735570269176094720
776070518025977856,735570269176094720
16298156,735570269176094720
735570269176094720,776070518025977856
735570269176094720,2802232084
735570269176094720,16298156
2391204399,2182819459
2182819459,2391204399
2182819459,472570080
101594894,369150212
15613005,369150212
369150212,36435154
369150212,15613005
427671961,337282186
26272472,124502323
3096677539,124502323
6398152,124502323
556606493,124502323
124502323,3096677539
124502323,6398152
124502323,1692540656
124502323,323949139
124502323,1712831
48116270,22698726
22698726,48116270
363900576,155360097
17512565,155360097
706992068,155360097
375429793,155360097
7940222,155360097
309974855,155360097
348476709,155360097
457124842,155360097
1011241212,155360097
155360097,375429793
155360097,309974855
155360097,457124842
155360097,1011241212
155360097,348476709
24855881,2593934778
311476854,331722880
331722880,311476854
1576958474,32660383
17767235,28035069
28035069,17767235
871351672961982464,1137785719
25292660,1137785719
1123948808,1137785719
1137785719,1123948808
1137785719,14190321
968501427290034177,799185612032995328
2574751580,2334566635
3354319071,2334566635
2334566635,197237126
2334566635,3354319071
2334566635,2740454661
2334566635,2574751580
1687575385,67278273
67278273,1442335688
67278273,2782758745
67278273,1687575385
358059774,1554165908
4463759175,1554165908
175823479,1554165908
1554165908,358059774
1554165908,4463759175
1554165908,175823479
778933753150251008,27442200
1380361633,27442200
68294883,27442200
27793537,27442200
27442200,46970523
27442200,309822757
27442200,1380361633
27442200,6291962
27442200,68294883
862643184,822578044233781248
713294914,822578044233781248
1053231880261300226,822578044233781248
822578044233781248,1053231880261300226
822578044233781248,713294914
2579406650,448065294
448065294,493908310
448065294,276688399
1914297008,1002761314199130113
1034150674186031111,1002761314199130113
516569861,1002761314199130113
1002761314199130113,1914297008
1002761314199130113,2307272438
1002761314199130113,3353428633
1002761314199130113,1034150674186031111
3430388903,913163414
20159794,913163414
819795463,913163414
90392909,913163414
913163414,90392909
1380361633,1538674286
34809486,1538674286
730545776305180672,1538674286
372951420,1538674286
740687389,1538674286
1538674286,930441667
1538674286,34809486
1538674286,730545776305180672
1538674286,1043334018
3110393239,15865622
1712831,15865622
35779792,15865622
15865622,1267219302
15865622,320306110
15865622,3110393239
15865622,1712831
15865622,35779792
40434781,16945871
1380361633,16945871
3110393239,16945871
740687389,16945871
16945871,40434781
16945871,47018380
16945871,1380361633
16945871,14209356
1380361633,1106649403
883894556235661312,1106649403
203878228,1106649403
593806376,1106649403
429158936,1106649403
778933753150251008,1106649403
792016639424393216,1106649403
110740728,1106649403
1106649403,4888752173
1106649403,1579770199
1106649403,356211763
1106649403,335929376
1106649403,3313771267
1106649403,1058579514
1106649403,883894556235661312
1106649403,792016639424393216
1106649403,88273302
1380361633,125871629
1095046901555171329,125871629
2960153089,125871629
44366743,125871629
497767488,125871629
1102759262156054528,125871629
44251688,125871629
997937966998851584,125871629
34809486,125871629
125871629,1380361633
125871629,1099757142838530049
125871629,574739149
125871629,1095046901555171329
125871629,2960153089
125871629,44366743
125871629,497767488
125871629,1102759262156054528
125871629,44251688
125871629,997937966998851584
125871629,1898696725
125871629,34809486
740687389,53521527
53521527,14568219
1380361633,47798512
460812963,47798512
17425748,47798512
50633103,47798512
47798512,460812963
47798512,17425748
47798512,50633103
19697944,740687389
18353495,740687389
1036077429050286081,740687389
1085374855699226624,740687389
1176567558868103168,740687389
780181374724481024,740687389
14461721,740687389
859520057428324352,740687389
1162400018164142080,740687389
1159737129494339584,740687389
1016060366885879811,740687389
1135807337011265537,740687389
981975334634639361,740687389
1059584832081182720,740687389
311476854,740687389
1038226543,740687389
865082408042975232,740687389
1007825198475669504,740687389
996639310983172096,740687389
53644053,740687389
34809486,740687389
43817632,740687389
1042963007901335554,740687389
1038137892256854018,740687389
958436479293952000,740687389
967488893925945349,740687389
183660529,740687389
1012892486077960193,740687389
1006151699709550592,740687389
883015356381630464,740687389
950094014392471553,740687389
966437122327699457,740687389
957830946429915136,740687389
587717099,740687389
220760593,740687389
2409241868,740687389
103846480,740687389
787880,740687389
4331831476,740687389
766553918,740687389
56438234,740687389
70892712,740687389
1071629592,740687389
877878979956551680,740687389
35728136,740687389
866557298222694402,740687389
870842211587375105,740687389
46724382,740687389
14507734,740687389
855020068660490240,740687389
53553344,740687389
2307948594,740687389
845421155834056708,740687389
20494108,740687389
765226943444910080,740687389
2561840401,740687389
817482630425739264,740687389
149203194,740687389
816581889943158786,740687389
758501406219333634,740687389
816050447962296320,740687389
38818613,740687389
809838661768515584,740687389
809510555740413953,740687389
800766765554798593,740687389
795375313840640000,740687389
109409646,740687389
778999226994876416,740687389
789751656233611265,740687389
25335297,740687389
19588212,740687389
779234915913048064,740687389
777973802064117760,740687389
76267219,740687389
775503154871803905,740687389
710749860,740687389
771275465533239296,740687389
1097181956,740687389
45382501,740687389
763786846102958081,740687389
709465610330226688,740687389
738449257020194816,740687389
740687389,1036077429050286081
740687389,1159737129494339584
740687389,877878979956551680
740687389,981975334634639361
740687389,1099757142838530049
740687389,1059584832081182720
740687389,97574091
740687389,1007825198475669504
740687389,865082408042975232
740687389,1058579514
740687389,865040700894662656
740687389,1042963007901335554
740687389,43817632
740687389,970759099288764416
740687389,967488893925945349
740687389,34809486
740687389,1883471731
740687389,115135139
740687389,799903520375865344
740687389,957830946429915136
740687389,867398379202121728
740687389,950094014392471553
740687389,220760593
740687389,2409241868
740687389,14579543
740687389,103846480
740687389,787880
740687389,4331831476
740687389,706568394
740687389,70892712
740687389,845421155834056708
740687389,870842211587375105
740687389,765226943444910080
740687389,214993018
740687389,46724382
740687389,2307948594
740687389,53553344
740687389,61125151
740687389,2929007637
740687389,817482630425739264
740687389,758501406219333634
740687389,805304640472371200
740687389,703548961991208960
740687389,816050447962296320
740687389,809838661768515584
740687389,809510555740413953
740687389,800766765554798593
740687389,778999226994876416
740687389,795375313840640000
740687389,26189923
740687389,789751656233611265
740687389,777150909839093760
740687389,779234915913048064
740687389,19588212
740687389,775503154871803905
740687389,777973802064117760
740687389,76267219
740687389,2571784116
740687389,753734457778171905
740687389,771275465533239296
740687389,709465610330226688
740687389,23080051
740687389,763786846102958081
740687389,45382501
740687389,2228594305
740687389,737807058393661441
740687389,738449257020194816
740687389,750186884974800896
740687389,745369358340259843
740687389,2481633257
740687389,710384712758341633
740687389,2147968717
740687389,718947624720596992
740687389,2969193063
740687389,4925854301
740687389,713779973241352192
740687389,2986002810
740687389,4691679558
740687389,701918667395588096
740687389,38003931
740687389,91567136
740687389,4879345631
740687389,589596296
740687389,535767863
740687389,2154127171
740687389,589279280
740687389,61554108
740687389,22457041
740687389,2983168665
740687389,64918415
740687389,145667259
740687389,3351714794
740687389,4013016022
740687389,1380361633
740687389,3675995654
740687389,2696886005
740687389,3183918071
740687389,3188075485
740687389,2413671859
740687389,21418081
740687389,29607366
740687389,3188545027
740687389,149203194
740687389,16176691
740687389,22015317
740687389,512718393
740687389,384661558
740687389,84222473
740687389,435574027
740687389,2876253887
740687389,2731919712
740687389,518418656
740687389,15452118
740687389,2743027520
740687389,140271577
740687389,18584859
740687389,22656297
740687389,16206631
740687389,19017772
740687389,1876757454
740687389,1343085360
740687389,634568124
740687389,3110393239
740687389,3110199072
740687389,3096677539
740687389,36339499
740687389,233461808
740687389,1499728580
740687389,3016308268
740687389,2380707246
740687389,2901866010
740687389,2376758281
740687389,1231324314
740687389,2916420628
740687389,1478876581
740687389,1712831
740687389,228937141
740687389,150799069
740687389,19166736
740687389,23062274
740687389,41568771
740687389,18982378
740687389,19595132
740687389,1366401
740687389,2340346936
740687389,1898931120
740687389,704814349
740687389,2497710189
740687389,380608558
740687389,344213805
740687389,235857810
740687389,45917603
740687389,2160799479
740687389,22252485
740687389,2272527997
740687389,481017526
740687389,39331231
740687389,19220953
740687389,1955724727
740687389,1835358865
740687389,1692540656
740687389,547224190
740687389,8758962
740687389,93794505
740687389,36077905
740687389,48496176
740687389,1512284173
740687389,77238559
740687389,7217012
740687389,194417745
740687389,1385024064
740687389,1149747402
740687389,5696
740687389,1267219302
740687389,118499684
740687389,109449668
740687389,39379695
740687389,53221158
740687389,1030010149
740687389,1020934662
740687389,1043334018
740687389,1031965927
740687389,12969182
740687389,41803087
740687389,35779792
740687389,141517773
740687389,10134012
740687389,281549959
740687389,74742965
740687389,14955576
740687389,772782914
740687389,550596607
740687389,278038392
740687389,68964940
740687389,17599968
740687389,45491937
740687389,18409540
740687389,134881078
740687389,821988
740687389,861201
740687389,17888209
740687389,11780592
740687389,352505498
740687389,481697815
740687389,320306110
740687389,29589033
57352139,141332093
742489279599771649,141332093
3039692548,141332093
15084740,141332093
898140553946177536,141332093
871351672961982464,141332093
3244396116,141332093
1048302364791398401,141332093
497365302,141332093
1343086021,141332093
983952134851866624,141332093
833047704217333761,141332093
1898696725,141332093
393076282,141332093
832635154610860037,141332093
1018799674726277120,141332093
1128366296,141332093
2856886376,141332093
930231747794567174,141332093
739249146578620418,141332093
348188959,141332093
568570290,141332093
266009369,141332093
15082762,141332093
141332093,57352139
141332093,742489279599771649
141332093,3039692548
141332093,15084740
141332093,898140553946177536
141332093,871351672961982464
141332093,3244396116
141332093,1048302364791398401
141332093,497365302
141332093,1343086021
141332093,983952134851866624
141332093,833047704217333761
141332093,1898696725
141332093,393076282
141332093,832635154610860037
141332093,1018799674726277120
141332093,1128366296
141332093,2856886376
141332093,930231747794567174
141332093,739249146578620418
141332093,348188959
141332093,568570290
141332093,266009369
141332093,15082762
74258855,34987747
34987747,295
34987747,320306110
34987747,74258855
894315597449875457,48450414
918173339067305984,48450414
103846480,48450414
1124886360345731074,48450414
174817950,48450414
1141136499368321024,48450414
1004830924683579394,48450414
1175158216495382528,48450414
1159607721991143425,48450414
1380361633,48450414
786014849918787584,48450414
318010123,48450414
991246883350691845,48450414
1199572638,48450414
1615993536,48450414
951649973354971136,48450414
213158344,48450414
957632967819620353,48450414
1035710430,48450414
764482308074246145,48450414
219199596,48450414
898140553946177536,48450414
869733510256369664,48450414
1547064248,48450414
950765113211957249,48450414
1589744360,48450414
1898696725,48450414
1024357960083025920,48450414
1062843764660756480,48450414
1057596327515828225,48450414
2743027520,48450414
193527368,48450414
983952134851866624,48450414
26086616,48450414
48450414,918173339067305984
48450414,1124886360345731074
48450414,174817950
48450414,1175158216495382528
48450414,492417449
48450414,1004830924683579394
48450414,707854593
48450414,1159607721991143425
48450414,2960153089
48450414,1005192329571885056
48450414,1380361633
48450414,786014849918787584
48450414,2601673909
48450414,318010123
48450414,991246883350691845
48450414,1199572638
48450414,1615993536
48450414,1159020169659920385
48450414,951649973354971136
48450414,213158344
48450414,2388444205
48450414,193527368
48450414,957632967819620353
48450414,1035710430
48450414,764482308074246145
48450414,261554094
48450414,219199596
48450414,898140553946177536
48450414,869733510256369664
48450414,1547064248
48450414,950765113211957249
48450414,1589744360
48450414,1898696725
48450414,1043588437981446150
48450414,972495894733049860
48450414,1024357960083025920
48450414,1062843764660756480
48450414,103846480
48450414,2743027520
48450414,983952134851866624
48450414,1069962997743923200
48450414,1039679057141657600
48450414,1915186476
48450414,26086616
48450414,962254926016602112
15356898,73699895
1380361633,73699895
352535997,73699895
88686024,73699895
24252158,73699895
75387230,73699895
73699895,15356898
73699895,1380361633
73699895,88686024
73699895,24252158
73699895,1751151
73699895,75387230
73699895,22457041
1380361633,793860221953273856
1071394902267912194,793860221953273856
833047704217333761,793860221953273856
16752428,793860221953273856
30024957,793860221953273856
2731919712,793860221953273856
4503185674,793860221953273856
22015317,793860221953273856
831534157025079296,793860221953273856
1536420200,793860221953273856
365835200,793860221953273856
846875235093794817,793860221953273856
1020879985,793860221953273856
19932461,793860221953273856
717130667520208896,793860221953273856
2485626030,793860221953273856
2450470398,793860221953273856
382271480,793860221953273856
764482308074246145,793860221953273856
420094655,793860221953273856
793860221953273856,19932461
793860221953273856,1051196616609271810
793860221953273856,34117310
793860221953273856,30024957
793860221953273856,831534157025079296
793860221953273856,22015317
793860221953273856,2193010483
793860221953273856,361483480
793860221953273856,3122145642
793860221953273856,1536420200
793860221953273856,908290181962354688
793860221953273856,846875235093794817
793860221953273856,5116011
793860221953273856,766034082
793860221953273856,1020879985
793860221953273856,2450470398
793860221953273856,433643633
793860221953273856,382271480
793860221953273856,717130667520208896
793860221953273856,497365302
793860221953273856,19640926
793860221953273856,365835200
793860221953273856,42324677
793860221953273856,2445094194
793860221953273856,420094655
793860221953273856,2485626030
793860221953273856,740056932
793860221953273856,1294489248
793860221953273856,252889200
1471359638,928222386
857978868,928222386
914880366057488386,928222386
949365522415538176,928222386
20884000,928222386
1071394902267912194,928222386
882447074951909380,928222386
135251922,928222386
2450470398,928222386
4503185674,928222386
994605938756804609,928222386
1000097329997893632,928222386
103846480,928222386
993247972099022849,928222386
1044219628048789504,928222386
1051196616609271810,928222386
748586563001520128,928222386
858964272939802624,928222386
717130667520208896,928222386
111855780,928222386
3029424012,928222386
3579120562,928222386
2178768699,928222386
905382410757570561,928222386
3253303949,928222386
928222386,3090436349
928222386,914880366057488386
928222386,949365522415538176
928222386,20884000
928222386,1071394902267912194
928222386,882447074951909380
928222386,135251922
928222386,4503185674
928222386,994605938756804609
928222386,2450470398
928222386,1000097329997893632
928222386,103846480
928222386,993247972099022849
928222386,1044219628048789504
928222386,1051196616609271810
928222386,748586563001520128
928222386,858964272939802624
928222386,717130667520208896
928222386,111855780
928222386,3029424012
928222386,3579120562
928222386,2178768699
928222386,3253303949
928222386,905382410757570561
2960153089,1005192329571885056
2538271566,1005192329571885056
925567889695965186,1005192329571885056
1033820171167838209,1005192329571885056
261554094,1005192329571885056
770580317522497536,1005192329571885056
29365544,1005192329571885056
88221655,1005192329571885056
871351672961982464,1005192329571885056
1043588437981446150,1005192329571885056
2602006298,1005192329571885056
983952134851866624,1005192329571885056
22416482,1005192329571885056
1039679057141657600,1005192329571885056
49617368,1005192329571885056
1214886103,1005192329571885056
57352139,1005192329571885056
800740202541031424,1005192329571885056
895669692374712321,1005192329571885056
1915186476,1005192329571885056
1242682988,1005192329571885056
1898696725,1005192329571885056
2998182412,1005192329571885056
1054709493337153536,1005192329571885056
42112553,1005192329571885056
328525180,1005192329571885056
175251348,1005192329571885056
742489279599771649,1005192329571885056
914880366057488386,1005192329571885056
1057596327515828225,1005192329571885056
898140553946177536,1005192329571885056
103846480,1005192329571885056
14283356,1005192329571885056
1380361633,1005192329571885056
714776461614252034,1005192329571885056
814093748498038784,1005192329571885056
1005192329571885056,2960153089
