"시도별(17개)","산업분류별","규모별","항목","단위","2018 년","2019 년","2020 년","2021 년","2022 년",
"대구광역시","기타 전기장비 제조업","500~999인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","기타 전기장비 제조업","500~999인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","기타 전기장비 제조업","1000인이상","사업체수[개]","개","0","0","0","0","0",
"대구광역시","기타 전기장비 제조업","1000인이상","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","기타 전기장비 제조업","1000인이상","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","기타 전기장비 제조업","1000인이상","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","기타 기계 및 장비 제조업","전규모","사업체수[개]","개","1934","1935","1852","1936","1902",
"대구광역시","기타 기계 및 장비 제조업","전규모","총종사자수_계[명]","명","22176","21821","20077","20322","20688",
"대구광역시","기타 기계 및 장비 제조업","전규모","총종사자수_남자[명]","명","18611","18295","16763","17028","17318",
"대구광역시","기타 기계 및 장비 제조업","전규모","총종사자수_여자[명]","명","3565","3526","3314","3294","3370",
"대구광역시","기타 기계 및 장비 제조업","1~4인","사업체수[개]","개","874","873","904","1014","974",
"대구광역시","기타 기계 및 장비 제조업","1~4인","총종사자수_계[명]","명","2516","2499","2470","2687","2625",
"대구광역시","기타 기계 및 장비 제조업","1~4인","총종사자수_남자[명]","명","2054","1947","1976","2173","2136",
"대구광역시","기타 기계 및 장비 제조업","1~4인","총종사자수_여자[명]","명","462","552","494","514","489",
"대구광역시","기타 기계 및 장비 제조업","5~9인","사업체수[개]","개","544","570","442","414","413",
"대구광역시","기타 기계 및 장비 제조업","5~9인","총종사자수_계[명]","명","3688","4004","2858","2655","2624",
"대구광역시","기타 기계 및 장비 제조업","5~9인","총종사자수_남자[명]","명","3017","3261","2323","2170","2123",
"대구광역시","기타 기계 및 장비 제조업","5~9인","총종사자수_여자[명]","명","671","743","535","485","501",
"대구광역시","기타 기계 및 장비 제조업","10~29인","사업체수[개]","개","386","364","387","389","397",
"대구광역시","기타 기계 및 장비 제조업","10~29인","총종사자수_계[명]","명","5958","5653","5935","5829","5944",
"대구광역시","기타 기계 및 장비 제조업","10~29인","총종사자수_남자[명]","명","4999","4748","4996","4890","4936",
