"시도별(17개)","산업분류별","규모별","항목","단위","2018 년","2019 년","2020 년","2021 년","2022 년",
"대구광역시","섬유제품 제조업; 의복 제외","1~4인","총종사자수_남자[명]","명","1695","1549","1573","1643","1624",
"대구광역시","섬유제품 제조업; 의복 제외","1~4인","총종사자수_여자[명]","명","1482","1304","1199","1196","1257",
"대구광역시","섬유제품 제조업; 의복 제외","5~9인","사업체수[개]","개","599","620","467","440","434",
"대구광역시","섬유제품 제조업; 의복 제외","5~9인","총종사자수_계[명]","명","3978","4146","3047","2777","2731",
"대구광역시","섬유제품 제조업; 의복 제외","5~9인","총종사자수_남자[명]","명","2065","2212","1562","1400","1409",
"대구광역시","섬유제품 제조업; 의복 제외","5~9인","총종사자수_여자[명]","명","1913","1934","1485","1377","1322",
"대구광역시","섬유제품 제조업; 의복 제외","10~29인","사업체수[개]","개","419","404","419","412","401",
"대구광역시","섬유제품 제조업; 의복 제외","10~29인","총종사자수_계[명]","명","6789","6420","6452","6414","6292",
"대구광역시","섬유제품 제조업; 의복 제외","10~29인","총종사자수_남자[명]","명","3948","3700","3714","3737","3714",
"대구광역시","섬유제품 제조업; 의복 제외","10~29인","총종사자수_여자[명]","명","2841","2720","2738","2677","2578",
"대구광역시","섬유제품 제조업; 의복 제외","30~49인","사업체수[개]","개","81","76","65","65","63",
"대구광역시","섬유제품 제조업; 의복 제외","30~49인","총종사자수_계[명]","명","3086","2984","2484","2559","2439",
"대구광역시","섬유제품 제조업; 의복 제외","30~49인","총종사자수_남자[명]","명","2099","2050","1773","1795","1674",
"대구광역시","섬유제품 제조업; 의복 제외","30~49인","총종사자수_여자[명]","명","987","934","711","764","765",
"대구광역시","섬유제품 제조업; 의복 제외","50~99인","사업체수[개]","개","50","44","42","35","38",
"대구광역시","섬유제품 제조업; 의복 제외","50~99인","총종사자수_계[명]","명","3457","3012","2800","2355","2643",
"대구광역시","섬유제품 제조업; 의복 제외","50~99인","총종사자수_남자[명]","명","2402","2078","1864","1706","1908",
"대구광역시","섬유제품 제조업; 의복 제외","50~99인","총종사자수_여자[명]","명","1055","934","936","649","735",
"대구광역시","섬유제품 제조업; 의복 제외","100~199인","사업체수[개]","개","11","11","13","11","11",
"대구광역시","섬유제품 제조업; 의복 제외","100~199인","총종사자수_계[명]","명","1338","1337","1555","1391","1326",
"대구광역시","섬유제품 제조업; 의복 제외","100~199인","총종사자수_남자[명]","명","820","812","959","815","733",
"대구광역시","섬유제품 제조업; 의복 제외","100~199인","총종사자수_여자[명]","명","518","525","596","576","593",
"대구광역시","섬유제품 제조업; 의복 제외","200~299인","사업체수[개]","개","1","1","0","1","1",
"대구광역시","섬유제품 제조업; 의복 제외","200~299인","총종사자수_계[명]","명","258","253","0","259","253",
"대구광역시","섬유제품 제조업; 의복 제외","200~299인","총종사자수_남자[명]","명","207","202","0","211","207",
"대구광역시","섬유제품 제조업; 의복 제외","200~299인","총종사자수_여자[명]","명","51","51","0","48","46",
"대구광역시","섬유제품 제조업; 의복 제외","300~499인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","섬유제품 제조업; 의복 제외","300~499인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 제조업; 의복 제외","300~499인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 제조업; 의복 제외","300~499인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 제조업; 의복 제외","500~999인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","섬유제품 제조업; 의복 제외","500~999인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 제조업; 의복 제외","500~999인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 제조업; 의복 제외","500~999인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 제조업; 의복 제외","1000인이상","사업체수[개]","개","0","0","0","0","0",
"대구광역시","섬유제품 제조업; 의복 제외","1000인이상","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 제조업; 의복 제외","1000인이상","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 제조업; 의복 제외","1000인이상","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","전규모","사업체수[개]","개","263","247","229","215","211",
"대구광역시","방적 및 가공사 제조업","전규모","총종사자수_계[명]","명","1516","1607","1343","1280","1226",
"대구광역시","방적 및 가공사 제조업","전규모","총종사자수_남자[명]","명","823","897","750","727","732",
"대구광역시","방적 및 가공사 제조업","전규모","총종사자수_여자[명]","명","693","710","593","553","494",
"대구광역시","방적 및 가공사 제조업","1~4인","사업체수[개]","개","160","134","146","133","147",
"대구광역시","방적 및 가공사 제조업","1~4인","총종사자수_계[명]","명","498","413","410","364","411",
"대구광역시","방적 및 가공사 제조업","1~4인","총종사자수_남자[명]","명","283","227","251","223","245",
"대구광역시","방적 및 가공사 제조업","1~4인","총종사자수_여자[명]","명","215","186","159","141","166",
"대구광역시","방적 및 가공사 제조업","5~9인","사업체수[개]","개","72","80","53","57","41",
"대구광역시","방적 및 가공사 제조업","5~9인","총종사자수_계[명]","명","462","502","321","342","253",
"대구광역시","방적 및 가공사 제조업","5~9인","총종사자수_남자[명]","명","235","267","161","174","131",
"대구광역시","방적 및 가공사 제조업","5~9인","총종사자수_여자[명]","명","227","235","160","168","122",
"대구광역시","방적 및 가공사 제조업","10~29인","사업체수[개]","개","26","29","27","22","20",
"대구광역시","방적 및 가공사 제조업","10~29인","총종사자수_계[명]","명","394","429","381","352","343",
"대구광역시","방적 및 가공사 제조업","10~29인","총종사자수_남자[명]","명","210","233","201","190","191",
"대구광역시","방적 및 가공사 제조업","10~29인","총종사자수_여자[명]","명","184","196","180","162","152",
"대구광역시","방적 및 가공사 제조업","30~49인","사업체수[개]","개","5","2","1","2","1",
"대구광역시","방적 및 가공사 제조업","30~49인","총종사자수_계[명]","명","162","69","38","83","39",
"대구광역시","방적 및 가공사 제조업","30~49인","총종사자수_남자[명]","명","95","49","28","37","29",
"대구광역시","방적 및 가공사 제조업","30~49인","총종사자수_여자[명]","명","67","20","10","46","10",
"대구광역시","방적 및 가공사 제조업","50~99인","사업체수[개]","개","0","1","1","0","1",
"대구광역시","방적 및 가공사 제조업","50~99인","총종사자수_계[명]","명","0","59","59","0","60",
"대구광역시","방적 및 가공사 제조업","50~99인","총종사자수_남자[명]","명","0","12","11","0","51",
"대구광역시","방적 및 가공사 제조업","50~99인","총종사자수_여자[명]","명","0","47","48","0","9",
"대구광역시","방적 및 가공사 제조업","100~199인","사업체수[개]","개","0","1","1","1","1",
"대구광역시","방적 및 가공사 제조업","100~199인","총종사자수_계[명]","명","0","135","134","139","120",
"대구광역시","방적 및 가공사 제조업","100~199인","총종사자수_남자[명]","명","0","109","98","103","85",
"대구광역시","방적 및 가공사 제조업","100~199인","총종사자수_여자[명]","명","0","26","36","36","35",
"대구광역시","방적 및 가공사 제조업","200~299인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","200~299인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","200~299인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","200~299인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","300~499인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","300~499인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","300~499인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","300~499인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","500~999인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","500~999인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","500~999인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","500~999인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","1000인이상","사업체수[개]","개","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","1000인이상","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","1000인이상","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","방적 및 가공사 제조업","1000인이상","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","전규모","사업체수[개]","개","1205","1144","1084","1126","1098",
"대구광역시","직물 직조 및 직물제품 제조업","전규모","총종사자수_계[명]","명","10012","9495","8826","8656","8513",
"대구광역시","직물 직조 및 직물제품 제조업","전규모","총종사자수_남자[명]","명","4778","4639","4312","4368","4192",
"대구광역시","직물 직조 및 직물제품 제조업","전규모","총종사자수_여자[명]","명","5234","4856","4514","4288","4321",
"대구광역시","직물 직조 및 직물제품 제조업","1~4인","사업체수[개]","개","619","567","574","630","607",
"대구광역시","직물 직조 및 직물제품 제조업","1~4인","총종사자수_계[명]","명","1922","1716","1621","1724","1689",
"대구광역시","직물 직조 및 직물제품 제조업","1~4인","총종사자수_남자[명]","명","942","876","856","944","896",
"대구광역시","직물 직조 및 직물제품 제조업","1~4인","총종사자수_여자[명]","명","980","840","765","780","793",
"대구광역시","직물 직조 및 직물제품 제조업","5~9인","사업체수[개]","개","336","343","262","248","252",
"대구광역시","직물 직조 및 직물제품 제조업","5~9인","총종사자수_계[명]","명","2197","2283","1708","1572","1582",
"대구광역시","직물 직조 및 직물제품 제조업","5~9인","총종사자수_남자[명]","명","981","1070","784","683","731",
"대구광역시","직물 직조 및 직물제품 제조업","5~9인","총종사자수_여자[명]","명","1216","1213","924","889","851",
"대구광역시","직물 직조 및 직물제품 제조업","10~29인","사업체수[개]","개","209","192","211","218","206",
"대구광역시","직물 직조 및 직물제품 제조업","10~29인","총종사자수_계[명]","명","3337","2948","3125","3283","3065",
"대구광역시","직물 직조 및 직물제품 제조업","10~29인","총종사자수_남자[명]","명","1546","1375","1433","1545","1418",
"대구광역시","직물 직조 및 직물제품 제조업","10~29인","총종사자수_여자[명]","명","1791","1573","1692","1738","1647",
"대구광역시","직물 직조 및 직물제품 제조업","30~49인","사업체수[개]","개","21","22","17","15","18",
"대구광역시","직물 직조 및 직물제품 제조업","30~49인","총종사자수_계[명]","명","784","815","600","612","684",
"대구광역시","직물 직조 및 직물제품 제조업","30~49인","총종사자수_남자[명]","명","390","427","321","341","346",
"대구광역시","직물 직조 및 직물제품 제조업","30~49인","총종사자수_여자[명]","명","394","388","279","271","338",
"대구광역시","직물 직조 및 직물제품 제조업","50~99인","사업체수[개]","개","14","15","13","9","8",
"대구광역시","직물 직조 및 직물제품 제조업","50~99인","총종사자수_계[명]","명","996","1071","915","673","617",
"대구광역시","직물 직조 및 직물제품 제조업","50~99인","총종사자수_남자[명]","명","531","600","492","425","353",
"대구광역시","직물 직조 및 직물제품 제조업","50~99인","총종사자수_여자[명]","명","465","471","423","248","264",
"대구광역시","직물 직조 및 직물제품 제조업","100~199인","사업체수[개]","개","6","5","7","6","7",
"대구광역시","직물 직조 및 직물제품 제조업","100~199인","총종사자수_계[명]","명","776","662","857","792","876",
"대구광역시","직물 직조 및 직물제품 제조업","100~199인","총종사자수_남자[명]","명","388","291","426","430","448",
"대구광역시","직물 직조 및 직물제품 제조업","100~199인","총종사자수_여자[명]","명","388","371","431","362","428",
"대구광역시","직물 직조 및 직물제품 제조업","200~299인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","200~299인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","200~299인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","200~299인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","300~499인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","300~499인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","300~499인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","300~499인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","500~999인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","500~999인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","500~999인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","500~999인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","1000인이상","사업체수[개]","개","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","1000인이상","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","1000인이상","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","직물 직조 및 직물제품 제조업","1000인이상","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","전규모","사업체수[개]","개","35","34","26","24","24",
"대구광역시","편조 원단 제조업","전규모","총종사자수_계[명]","명","172","179","118","111","108",
"대구광역시","편조 원단 제조업","전규모","총종사자수_남자[명]","명","106","112","78","65","59",
"대구광역시","편조 원단 제조업","전규모","총종사자수_여자[명]","명","66","67","40","46","49",
"대구광역시","편조 원단 제조업","1~4인","사업체수[개]","개","20","13","16","13","13",
"대구광역시","편조 원단 제조업","1~4인","총종사자수_계[명]","명","64","38","46","39","38",
"대구광역시","편조 원단 제조업","1~4인","총종사자수_남자[명]","명","46","28","30","22","20",
"대구광역시","편조 원단 제조업","1~4인","총종사자수_여자[명]","명","18","10","16","17","18",
"대구광역시","편조 원단 제조업","5~9인","사업체수[개]","개","13","19","8","9","10",
"대구광역시","편조 원단 제조업","5~9인","총종사자수_계[명]","명","83","118","52","52","60",
"대구광역시","편조 원단 제조업","5~9인","총종사자수_남자[명]","명","49","71","35","31","36",
"대구광역시","편조 원단 제조업","5~9인","총종사자수_여자[명]","명","34","47","17","21","24",
"대구광역시","편조 원단 제조업","10~29인","사업체수[개]","개","2","2","2","2","1",
"대구광역시","편조 원단 제조업","10~29인","총종사자수_계[명]","명","25","23","20","20","10",
"대구광역시","편조 원단 제조업","10~29인","총종사자수_남자[명]","명","11","13","13","12","3",
"대구광역시","편조 원단 제조업","10~29인","총종사자수_여자[명]","명","14","10","7","8","7",
"대구광역시","편조 원단 제조업","30~49인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","편조 원단 제조업","30~49인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","30~49인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","30~49인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","50~99인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","편조 원단 제조업","50~99인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","50~99인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","50~99인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","100~199인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","편조 원단 제조업","100~199인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","100~199인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","100~199인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","200~299인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","편조 원단 제조업","200~299인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","200~299인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","200~299인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","300~499인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","편조 원단 제조업","300~499인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","300~499인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","300~499인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","500~999인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","편조 원단 제조업","500~999인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","500~999인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","500~999인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","1000인이상","사업체수[개]","개","0","0","0","0","0",
"대구광역시","편조 원단 제조업","1000인이상","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","1000인이상","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","편조 원단 제조업","1000인이상","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","전규모","사업체수[개]","개","496","500","463","462","471",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","전규모","총종사자수_계[명]","명","8662","8092","7121","6986","7184",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","전규모","총종사자수_남자[명]","명","6335","5844","5153","5097","5260",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","전규모","총종사자수_여자[명]","명","2327","2248","1968","1889","1924",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","1~4인","사업체수[개]","개","148","156","154","165","168",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","1~4인","총종사자수_계[명]","명","444","470","457","464","486",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","1~4인","총종사자수_남자[명]","명","274","289","280","287","292",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","1~4인","총종사자수_여자[명]","명","170","181","177","177","194",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","5~9인","사업체수[개]","개","122","127","103","97","99",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","5~9인","총종사자수_계[명]","명","853","911","694","627","630",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","5~9인","총종사자수_남자[명]","명","550","575","413","380","389",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","5~9인","총종사자수_여자[명]","명","303","336","281","247","241",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","10~29인","사업체수[개]","개","136","139","136","130","134",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","10~29인","총종사자수_계[명]","명","2273","2312","2208","2138","2217",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","10~29인","총종사자수_남자[명]","명","1621","1581","1553","1534","1622",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","10~29인","총종사자수_여자[명]","명","652","731","655","604","595",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","30~49인","사업체수[개]","개","49","46","41","43","40",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","30~49인","총종사자수_계[명]","명","1907","1871","1630","1689","1561",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","30~49인","총종사자수_남자[명]","명","1459","1441","1269","1292","1189",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","30~49인","총종사자수_여자[명]","명","448","430","361","397","372",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","50~99인","사업체수[개]","개","35","26","24","23","27",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","50~99인","총종사자수_계[명]","명","2365","1735","1568","1476","1810",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","50~99인","총종사자수_남자[명]","명","1792","1344","1203","1124","1383",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","50~99인","총종사자수_여자[명]","명","573","391","365","352","427",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","100~199인","사업체수[개]","개","5","5","5","3","2",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","100~199인","총종사자수_계[명]","명","562","540","564","333","227",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","100~199인","총종사자수_남자[명]","명","432","412","435","269","178",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","100~199인","총종사자수_여자[명]","명","130","128","129","64","49",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","200~299인","사업체수[개]","개","1","1","0","1","1",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","200~299인","총종사자수_계[명]","명","258","253","0","259","253",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","200~299인","총종사자수_남자[명]","명","207","202","0","211","207",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","200~299인","총종사자수_여자[명]","명","51","51","0","48","46",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","300~499인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","300~499인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","300~499인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","300~499인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","500~999인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","500~999인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","500~999인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","500~999인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","1000인이상","사업체수[개]","개","0","0","0","0","0",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","1000인이상","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","1000인이상","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","섬유제품 염색, 정리 및 마무리 가공업","1000인이상","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","전규모","사업체수[개]","개","190","170","180","169","173",
"대구광역시","기타 섬유제품 제조업","전규모","총종사자수_계[명]","명","1721","1632","1702","1561","1534",
"대구광역시","기타 섬유제품 제조업","전규모","총종사자수_남자[명]","명","1194","1111","1152","1050","1026",
"대구광역시","기타 섬유제품 제조업","전규모","총종사자수_여자[명]","명","527","521","550","511","508",
"대구광역시","기타 섬유제품 제조업","1~4인","사업체수[개]","개","81","69","86","91","94",
"대구광역시","기타 섬유제품 제조업","1~4인","총종사자수_계[명]","명","249","216","238","248","257",
"대구광역시","기타 섬유제품 제조업","1~4인","총종사자수_남자[명]","명","150","129","156","167","171",
"대구광역시","기타 섬유제품 제조업","1~4인","총종사자수_여자[명]","명","99","87","82","81","86",
"대구광역시","기타 섬유제품 제조업","5~9인","사업체수[개]","개","56","51","41","29","32",
"대구광역시","기타 섬유제품 제조업","5~9인","총종사자수_계[명]","명","383","332","272","184","206",
"대구광역시","기타 섬유제품 제조업","5~9인","총종사자수_남자[명]","명","250","229","169","132","122",
"대구광역시","기타 섬유제품 제조업","5~9인","총종사자수_여자[명]","명","133","103","103","52","84",
"대구광역시","기타 섬유제품 제조업","10~29인","사업체수[개]","개","46","42","43","40","40",
"대구광역시","기타 섬유제품 제조업","10~29인","총종사자수_계[명]","명","760","708","718","621","657",
"대구광역시","기타 섬유제품 제조업","10~29인","총종사자수_남자[명]","명","560","498","514","456","480",
"대구광역시","기타 섬유제품 제조업","10~29인","총종사자수_여자[명]","명","200","210","204","165","177",
"대구광역시","기타 섬유제품 제조업","30~49인","사업체수[개]","개","6","6","6","5","4",
"대구광역시","기타 섬유제품 제조업","30~49인","총종사자수_계[명]","명","233","229","216","175","155",
"대구광역시","기타 섬유제품 제조업","30~49인","총종사자수_남자[명]","명","155","133","155","125","110",
"대구광역시","기타 섬유제품 제조업","30~49인","총종사자수_여자[명]","명","78","96","61","50","45",
"대구광역시","기타 섬유제품 제조업","50~99인","사업체수[개]","개","1","2","4","3","2",
"대구광역시","기타 섬유제품 제조업","50~99인","총종사자수_계[명]","명","96","147","258","206","156",
"대구광역시","기타 섬유제품 제조업","50~99인","총종사자수_남자[명]","명","79","122","158","157","121",
"대구광역시","기타 섬유제품 제조업","50~99인","총종사자수_여자[명]","명","17","25","100","49","35",
"대구광역시","기타 섬유제품 제조업","100~199인","사업체수[개]","개","0","0","0","1","1",
"대구광역시","기타 섬유제품 제조업","100~199인","총종사자수_계[명]","명","0","0","0","127","103",
"대구광역시","기타 섬유제품 제조업","100~199인","총종사자수_남자[명]","명","0","0","0","13","22",
"대구광역시","기타 섬유제품 제조업","100~199인","총종사자수_여자[명]","명","0","0","0","114","81",
"대구광역시","기타 섬유제품 제조업","200~299인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","200~299인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","200~299인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","200~299인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","300~499인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","300~499인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","300~499인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","300~499인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","500~999인","사업체수[개]","개","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","500~999인","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","500~999인","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","500~999인","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","1000인이상","사업체수[개]","개","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","1000인이상","총종사자수_계[명]","명","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","1000인이상","총종사자수_남자[명]","명","0","0","0","0","0",
"대구광역시","기타 섬유제품 제조업","1000인이상","총종사자수_여자[명]","명","0","0","0","0","0",
"대구광역시","의복, 의복 액세서리 및 모피제품 제조업","전규모","사업체수[개]","개","664","612","492","444","492",
"대구광역시","의복, 의복 액세서리 및 모피제품 제조업","전규모","총종사자수_계[명]","명","4797","4669","3561","3545","3861",
"대구광역시","의복, 의복 액세서리 및 모피제품 제조업","전규모","총종사자수_남자[명]","명","1573","1579","1178","1138","1270",
"대구광역시","의복, 의복 액세서리 및 모피제품 제조업","전규모","총종사자수_여자[명]","명","3224","3090","2383","2407","2591",
"대구광역시","의복, 의복 액세서리 및 모피제품 제조업","1~4인","사업체수[개]","개","345","315","274","244","264",
"대구광역시","의복, 의복 액세서리 및 모피제품 제조업","1~4인","총종사자수_계[명]","명","1072","967","775","668","734",
"대구광역시","의복, 의복 액세서리 및 모피제품 제조업","1~4인","총종사자수_남자[명]","명","436","411","353","306","323",
"대구광역시","의복, 의복 액세서리 및 모피제품 제조업","1~4인","총종사자수_여자[명]","명","636","556","422","362","411",
"대구광역시","의복, 의복 액세서리 및 모피제품 제조업","5~9인","사업체수[개]","개","225","199","134","115","135",
