일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2023.9.2,태백(216),X,26.5,25.9,19.3,12.5,83.4,X, ,X,낮음
2023.9.2,정선군(217),X,30.6,31.1,22,16.4,76.4,X, ,X,낮음
2023.9.2,제천(221),X,29.8,30,22.2,15.5,82.4,X,관심,X,매우높음
2023.9.2,보은(226),X,29.3,29.5,22.2,15.9,84.3,X, ,X,매우높음
2023.9.2,천안(232),X,29.9,30.4,23.8,16.9,74.9,X, ,X,매우높음
2023.9.2,보령(235),X,31.1,31.1,25,18.9,73.5,X, ,X,매우높음
2023.9.2,부여(236),X,30.6,31,24.5,17.8,77.6,X,관심,X,매우높음
2023.9.2,금산(238),X,29.4,29.6,22.4,15.8,85.3,X, ,X,매우높음
2023.9.2,세종(239),X,30.8,31.1,24.5,18.1,75,X,관심,X,매우높음
2023.9.2,부안(243),X,30,30,24.2,18.5,83,X,관심,X,매우높음
2023.9.2,임실(244),X,29.1,28.3,23,17.9,85,X, ,X,매우높음
2023.9.2,정읍(245),X,30.2,29.1,23.6,19.3,83.4,X,관심,X,매우높음
2023.9.2,남원(247),X,29,27.3,23.8,20.6,83,X, ,X,높음
2023.9.2,장수(248),X,28.8,28.1,22.4,16.1,84.6,X, ,X,높음
2023.9.2,영광군(252),X,30,28.5,24.1,20.1,85.3,X,관심,X,매우높음
2023.9.2,김해시(253),X,32.4,30.7,24.3,22.6,97.1,X,관심,X,보통
2023.9.2,순창군(254),X,29.7,28.6,23.5,19.4,87.3,X,관심,X,높음
2023.9.2,양산시(257),X,32.1,30.9,24.9,23,93.8,X,관심,X,높음
2023.9.2,강진군(259),X,30.5,28.5,25.3,23.1,91.3,X,관심,X,보통
2023.9.2,장흥(260),X,30.4,28.6,24.6,22.9,94.1,O,관심,X,보통
2023.9.2,해남(261),X,30.9,28.9,25.3,23.4,89.9,O,주의,X,보통
2023.9.2,고흥(262),X,29.2,27.3,23.6,22.2,93,X, ,X,보통
2023.9.2,의령군(263),X,30.4,28.8,25.1,21.8,88.3,X, ,X,보통
2023.9.2,함양군(264),X,30.2,29.2,23.5,18.6,88.3,X, ,X,보통
2023.9.2,진도군ASOS(268),X,30.7,29,25,22.1,89.3,X,관심,X,보통
2023.9.2,봉화(271),X,28,28.2,21.9,16,78.9,X, ,X,매우높음
2023.9.2,영주(272),X,29.2,29.4,23,15.6,78.5,X, ,X,매우높음
2023.9.2,문경(273),X,30.1,29.5,22.8,16.1,85.6,X, ,X,매우높음
2023.9.2,청송군(276),X,30.5,29.3,22.9,19.2,90.5,X, ,X,높음
2023.9.2,영덕(277),X,28.5,26.9,23.2,18.5,85.8,X, ,X,높음
2023.9.2,의성(278),X,30.6,30.5,23.8,18.5,85.1,X,관심,X,매우높음
2023.9.2,구미(279),X,30.5,30.3,23.4,17.6,81.5,X, ,X,매우높음
2023.9.2,영천(281),X,29.6,28.6,24.2,21.2,84.5,X,관심,X,보통
2023.9.2,경주시(283),X,30.2,28.8,24.5,22.3,85.9,X, ,X,보통
2023.9.2,거창(284),X,29,28,22.3,16.5,87.4,X, ,X,높음
2023.9.2,합천(285),X,29.1,28.3,23.5,18.9,85.6,X,관심,X,낮음
2023.9.2,밀양(288),X,31.5,31.1,25.4,23.3,80.4,X,관심,X,보통
2023.9.2,산청(289),X,29.7,28.4,23.6,19.4,87.1,X, ,X,보통
2023.9.2,거제(294),X,28,25.2,23.6,22.6,96.8,X, ,X,보통
2023.9.2,남해(295),X,28.5,26.4,23.8,22.3,93.1,X, ,X,보통
2023.9.2,부천(433),X,28.8,30.1,24.3,19.1,63,X, ,X,매우높음
2023.9.2,안양(434),X,26.3,30.4,25.1,20.3,,X, ,X,높음
2023.9.2,광명(437),X,30.1,32.4,26.9,21.8,58,X, ,X,매우높음
2023.9.2,군포(438),X,30,32,25,20,64,X, ,X,매우높음
2023.9.2,김포(441),X,,30.7,24.4,18.4,,X,관심,X,높음
2023.9.2,하남(444),X,28.9,30,22.6,16.9,71,X, ,X,높음
2023.9.2,의왕(445),X,29.5,30.1,23.5,17.5,76,X, ,X,매우높음
2023.9.2,포천(504),X,30.5,30.8,22.5,16.2,76,X, ,X,높음
2023.9.2,가평조종(505),X,28.9,29.5,21.3,16.3,84,X, ,X,높음
2023.9.2,안성(516),X,30.3,30.8,24.1,17.5,78,X,관심,X,높음
2023.9.2,간성(517),X,27.2,25.8,21.9,17.7,79,X, ,X,낮음
2023.9.2,평창(526),X,29.4,30.2,22.3,16.1,72,X, ,X,낮음
2023.9.2,의정부(532),X,30.6,29.8,23,17.6,85,X,관심,X,높음
2023.9.2,횡성(536),X,30.5,31,23.3,16.4,74,X, ,X,낮음
2023.9.2,고양(540),X,,,,,,X, ,X,높음
2023.9.2,남양주(541),X,29.7,31.7,23.9,17.3,70,X, ,X,높음
2023.9.2,안산(545),X,30.3,30.9,22.9,16.2,81,X, ,X,높음
2023.9.2,경기광주(546),X,28.9,29.3,22.6,17.8,74,X, ,X,높음
2023.9.2,여주(548),X,29.1,29.8,22.9,17,80,X,관심,X,높음
2023.9.2,용인(549),X,28.3,29.2,22.2,16.6,77,X, ,X,높음
2023.9.2,오산(550),X,30.7,30.6,23.9,17.4,77,X, ,X,높음
2023.9.2,평택(551),X,31.4,31.6,24.5,18.2,78,X,관심,X,높음
2023.9.2,화천(555),X,30.1,28.7,21.7,17.7,89,X, ,X,낮음
2023.9.2,양구(556),X,29.4,29.9,22.1,17.5,77,X, ,X,낮음
2023.9.2,시흥(565),X,30.3,31.4,24.1,17.7,77,X, ,X,높음
2023.9.2,구리(569),X,29.7,30.7,23.9,17.9,70,X, ,X,높음
2023.9.2,화성(571),X,30.4,31.4,25.1,18.9,73,X,관심,X,높음
2023.9.2,성남(572),X,29,29.7,23.9,18.6,70,X, ,X,매우높음
2023.9.2,과천(590),X,29.7,30.6,23.4,17.3,79,X, ,X,높음
2023.9.2,양주(598),X,30.7,31.1,22.7,16.4,79,X,관심,X,높음
2023.9.2,단양(601),X,31.4,31.8,23.4,18,81,X, ,X,매우높음
2023.9.2,진천(602),X,31.3,32.5,24,17.1,74,X,관심,X,매우높음
2023.9.2,괴산(603),X,30.4,31.6,23.6,17,78,X, ,X,매우높음
2023.9.2,옥천(604),X,31.1,31.3,24.3,19.5,84,X,관심,X,매우높음
2023.9.2,홍북(608),X,30,30.5,23.6,16.1,74,X, ,X,매우높음
2023.9.2,공주(612),X,30.2,31.1,24.2,17.1,77,X,관심,X,매우높음
2023.9.2,서천(614),X,30.9,31.1,24.3,17.4,80,X, ,X,매우높음
2023.9.2,논산(615),X,31.2,32.4,24.8,17.6,75,X,관심,X,매우높음
2023.9.2,당진(616),X,30.3,30.1,24,18.6,81,X, ,X,매우높음
2023.9.2,청양(618),X,31.3,32,23.8,15.4,79,X,관심,X,매우높음
2023.9.2,음성(619),X,29.5,29.8,22.1,16.4,81,X,관심,X,매우높음
2023.9.2,증평(623),X,31.2,31,24.3,16.8,78,X,관심,X,매우높음
2023.9.2,태안(627),X,30.3,29.8,25.6,20.3,71,X, ,X,매우높음
2023.9.2,예산(628),X,30.2,30.7,24.5,18,77,X, ,X,매우높음
2023.9.2,아산(634),X,30.9,31.2,24.5,18,77,X,관심,X,매우높음
2023.9.2,계룡(636),X,30.1,31,23.3,15.3,80,X, ,X,매우높음
2023.9.2,연천청산(652),X,29.1,29.4,22,16.6,81,X, ,X,높음
2023.9.2,양양(670),X,26.9,27.4,22.9,18.7,72,X, ,X,낮음
2023.9.2,무안(699),X,29.7,27.6,24.2,21.1,89,X,관심,X,높음
2023.9.2,무주(701),X,29.9,29.8,23.2,16.6,80,X, ,X,매우높음
2023.9.2,익산(702),X,30.6,31.1,24.3,17.5,79,X,관심,X,매우높음
2023.9.2,진안(703),X,29,28.6,22.8,16.7,84,X, ,X,매우높음
2023.9.2,담양(706),X,30.9,27.9,24.2,20.3,95,X,관심,X,높음
2023.9.2,구례(709),X,31,29.1,24.7,22.1,92,O,주의,X,보통
2023.9.2,나주(710),X,30.7,28.6,23.9,20.9,93,O,주의,X,낮음
2023.9.2,순천시(712),X,31.3,29.6,24.9,23.4,94,O,관심,X,낮음
2023.9.2,광양읍(713),X,29.6,28.1,24.8,22.9,91,X,관심,X,보통
2023.9.2,장성(730),X,30,27.9,23,19.4,94,X,관심,X,높음
2023.9.2,영암(731),X,31.5,29.4,25,22.8,94,O,주의,X,보통
2023.9.2,보성(732),X,29,26.9,24.2,21.9,90,X,관심,X,보통
2023.9.2,완주(734),X,30.4,30.3,24,17.7,82,X,관심,X,매우높음
2023.9.2,김제(737),X,30.7,30,24.4,18.5,84,X,관심,X,매우높음
2023.9.2,화순(741),X,31.5,29.9,25,21.7,85,O,주의,X,보통
2023.9.2,함평(754),X,30,27.7,24,20.7,90,X,관심,X,높음
2023.9.2,곡성(768),X,30.1,27.8,23.5,19.3,92,X,관심,X,보통
2023.9.2,압해도(789),X,30,27.6,24.5,21.7,90,X,관심,X,높음
2023.9.2,영양(801),X,29.6,28.7,22.8,18.4,87,X, ,X,매우높음
2023.9.2,성주(810),X,30.4,30.2,23.5,18.4,81,X, ,X,높음
2023.9.2,고령(812),X,30.1,29.2,23.2,17.8,89,X, ,X,보통
2023.9.2,청도(813),X,31,30.3,24.3,21.7,88,X, ,X,낮음
2023.9.2,예천(815),X,30.8,30.6,23.1,16.9,82,X,관심,X,매우높음
2023.9.2,김천(822),X,31.1,30.4,22.9,16.2,88,X,관심,X,매우높음
2023.9.2,군위(823),X,31.2,30.5,23.3,18.5,88,X, ,X,낮음
2023.9.2,칠곡(825),X,31,30.2,23.9,18.6,88,X, ,X,높음
2023.9.2,경산(827),X,31,30.2,24.7,21.9,85,X, ,X,보통
2023.9.2,삼척(876),X,28.1,27.6,23.5,20,77,X, ,X,낮음
2023.9.2,속초(90),X,27.7,26.7,22.7,19,75.4,X, ,X,낮음
2023.9.2,삼천포(907),X,29.2,26.6,24.1,22.4,95,X, ,X,낮음
2023.9.2,고성(918),X,29.5,26.9,24.6,23,92,X, ,X,낮음
2023.9.2,창녕(919),X,31.9,30.6,24.3,20.5,90,X,관심,X,낮음
2023.9.2,함안(920),X,29.5,27.4,24.1,21.6,93,X, ,X,보통
2023.9.2,북춘천(93),X,29.8,30,22.6,17.3,81.8,X, ,X,낮음
2023.9.2,하동(932),X,28.7,26.9,24.5,21.8,88,X,관심,X,높음
2023.9.2,철원(95),X,29.2,29.5,21.6,15.7,80.5,X, ,X,낮음
2023.9.2,동두천(98),X,29.8,29.1,22.6,16.6,79.1,X, ,X,높음
2023.9.2,파주(99),X,29.6,28.7,22.1,16.9,87.3,X,관심,X,높음
2023.9.3,북강릉(104),X,27.4,25.6,22.5,20.8,89.1,X, ,X,낮음
