"행정구역별(시군구)","성별","연령별","항목","단위","2018 년","2019 년","2020 년","2021 년","2022 년",
"동구","여자","30~34세","2세대가구-부+미혼자녀","","146","132","127","146","170",
"동구","여자","30~34세","2세대가구-모+미혼자녀","","832","839","819","821","858",
"동구","여자","30~34세","2세대가구-부부+양친","","12","19","16","10","11",
"동구","여자","30~34세","2세대가구-부부+한부모","","44","41","30","31","25",
"동구","여자","30~34세","2세대가구-부부+미혼자녀+부부미혼형제자매","","91","83","61","66","71",
"동구","여자","30~34세","2세대가구-조부모+미혼손자녀","","6","X","X","X","5",
"동구","여자","30~34세","2세대가구-조부 또는 조모+미혼손자녀","","22","23","27","38","39",
"동구","여자","30~34세","2세대가구-기타","","457","451","367","379","355",
"동구","여자","30~34세","3세대가구-계","","682","569","471","396","376",
"동구","여자","30~34세","3세대가구-부부+미혼자녀+양친","","108","75","50","36","35",
"동구","여자","30~34세","3세대가구-부부+미혼자녀+부친","","66","59","59","34","37",
"동구","여자","30~34세","3세대가구-부부+미혼자녀+모친","","221","191","167","139","122",
"동구","여자","30~34세","3세대가구-기타","","287","244","195","187","182",
"동구","여자","30~34세","4세대이상 가구","","14","10","8","5","X",
"동구","여자","30~34세","1인가구","","1021","1106","1231","1533","1693",
"동구","여자","30~34세","비친족가구","","155","189","220","254","397",
"동구","여자","35~39세","일반가구원","","13145","12306","11218","10306","9766",
"동구","여자","35~39세","1세대가구-계","","936","908","903","916","883",
"동구","여자","35~39세","1세대가구-부부","","747","732","726","748","709",
"동구","여자","35~39세","1세대가구-부부+미혼형제자매","","13","10","15","9","12",
"동구","여자","35~39세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"동구","여자","35~39세","1세대가구-가구주+미혼형제자매","","131","122","123","113","119",
"동구","여자","35~39세","1세대가구-가구주+기타 친인척","","7","7","6","10","9",
"동구","여자","35~39세","1세대가구-기타","","37","33","30","34","32",
"동구","여자","35~39세","2세대가구-계","","9910","9225","8318","7537","7133",
"동구","여자","35~39세","2세대가구-부부+미혼자녀","","7771","7251","6580","6005","5678",
"동구","여자","35~39세","2세대가구-부+미혼자녀","","112","108","94","84","93",
"동구","여자","35~39세","2세대가구-모+미혼자녀","","1215","1137","1055","953","861",
"동구","여자","35~39세","2세대가구-부부+양친","","18","14","15","11","10",
"동구","여자","35~39세","2세대가구-부부+한부모","","42","57","40","30","33",
"동구","여자","35~39세","2세대가구-부부+미혼자녀+부부미혼형제자매","","147","117","88","90","90",
"동구","여자","35~39세","2세대가구-조부모+미혼손자녀","","X","X","X","X","X",
"동구","여자","35~39세","2세대가구-조부 또는 조모+미혼손자녀","","13","12","15","15","14",
"동구","여자","35~39세","2세대가구-기타","","592","527","430","349","354",
"동구","여자","35~39세","3세대가구-계","","1152","1019","798","643","541",
"동구","여자","35~39세","3세대가구-부부+미혼자녀+양친","","196","150","112","80","73",
"동구","여자","35~39세","3세대가구-부부+미혼자녀+부친","","116","104","93","86","78",
"동구","여자","35~39세","3세대가구-부부+미혼자녀+모친","","422","373","279","221","182",
"동구","여자","35~39세","3세대가구-기타","","418","392","314","256","208",
"동구","여자","35~39세","4세대이상 가구","","12","7","X","X","5",
"동구","여자","35~39세","1인가구","","1042","1035","1058","1047","1027",
"동구","여자","35~39세","비친족가구","","93","112","137","160","177",
"동구","여자","40~44세","일반가구원","","11733","11424","11503","11810","12086",
"동구","여자","40~44세","1세대가구-계","","715","715","718","743","799",
"동구","여자","40~44세","1세대가구-부부","","577","586","579","576","623",
"동구","여자","40~44세","1세대가구-부부+미혼형제자매","","8","7","7","11","10",
"동구","여자","40~44세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"동구","여자","40~44세","1세대가구-가구주+미혼형제자매","","91","84","93","105","123",
"동구","여자","40~44세","1세대가구-가구주+기타 친인척","","X","6","5","7","12",
"동구","여자","40~44세","1세대가구-기타","","34","29","34","43","29",
"동구","여자","40~44세","2세대가구-계","","8930","8698","8812","9040","9202",
"동구","여자","40~44세","2세대가구-부부+미혼자녀","","6804","6669","6859","7074","7240",
"동구","여자","40~44세","2세대가구-부+미혼자녀","","65","72","68","79","89",
"동구","여자","40~44세","2세대가구-모+미혼자녀","","1351","1297","1307","1321","1290",
"동구","여자","40~44세","2세대가구-부부+양친","","14","15","10","9","5",
"동구","여자","40~44세","2세대가구-부부+한부모","","36","36","39","33","35",
"동구","여자","40~44세","2세대가구-부부+미혼자녀+부부미혼형제자매","","92","101","77","79","81",
"동구","여자","40~44세","2세대가구-조부모+미혼손자녀","","X","X","X","X","X",
"동구","여자","40~44세","2세대가구-조부 또는 조모+미혼손자녀","","X","X","X","X","7",
"동구","여자","40~44세","2세대가구-기타","","567","506","449","442","455",
"동구","여자","40~44세","3세대가구-계","","1058","990","854","792","792",
"동구","여자","40~44세","3세대가구-부부+미혼자녀+양친","","143","133","108","101","96",
"동구","여자","40~44세","3세대가구-부부+미혼자녀+부친","","87","93","100","93","93",
"동구","여자","40~44세","3세대가구-부부+미혼자녀+모친","","512","439","362","318","309",
"동구","여자","40~44세","3세대가구-기타","","316","325","284","280","294",
"동구","여자","40~44세","4세대이상 가구","","5","X","X","X","5",
"동구","여자","40~44세","1인가구","","945","938","1015","1101","1141",
"동구","여자","40~44세","비친족가구","","80","79","101","131","147",
"동구","여자","45~49세","일반가구원","","13263","12938","12456","11993","11780",
"동구","여자","45~49세","1세대가구-계","","1173","1221","1172","1082","1138",
"동구","여자","45~49세","1세대가구-부부","","1035","1063","1011","920","984",
"동구","여자","45~49세","1세대가구-부부+미혼형제자매","","11","13","13","14","11",
"동구","여자","45~49세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"동구","여자","45~49세","1세대가구-가구주+미혼형제자매","","62","73","79","86","84",
"동구","여자","45~49세","1세대가구-가구주+기타 친인척","","X","X","9","5","5",
"동구","여자","45~49세","1세대가구-기타","","61","64","59","57","53",
"동구","여자","45~49세","2세대가구-계","","9637","9357","9063","8741","8540",
"동구","여자","45~49세","2세대가구-부부+미혼자녀","","6861","6671","6565","6404","6274",
"동구","여자","45~49세","2세대가구-부+미혼자녀","","38","36","40","41","47",
"동구","여자","45~49세","2세대가구-모+미혼자녀","","1966","1882","1838","1703","1610",
"동구","여자","45~49세","2세대가구-부부+양친","","21","23","16","11","19",
"동구","여자","45~49세","2세대가구-부부+한부모","","79","83","60","48","59",
"동구","여자","45~49세","2세대가구-부부+미혼자녀+부부미혼형제자매","","84","86","72","76","67",
"동구","여자","45~49세","2세대가구-조부모+미혼손자녀","","X","X","X","X","X",
"동구","여자","45~49세","2세대가구-조부 또는 조모+미혼손자녀","","X","X","X","X","X",
"동구","여자","45~49세","2세대가구-기타","","588","575","472","458","464",
"동구","여자","45~49세","3세대가구-계","","1150","1054","904","839","752",
"동구","여자","45~49세","3세대가구-부부+미혼자녀+양친","","117","94","82","76","60",
"동구","여자","45~49세","3세대가구-부부+미혼자녀+부친","","94","80","58","65","82",
"동구","여자","45~49세","3세대가구-부부+미혼자녀+모친","","552","510","461","419","344",
"동구","여자","45~49세","3세대가구-기타","","387","370","303","279","266",
"동구","여자","45~49세","4세대이상 가구","","X","X","X","X","X",
"동구","여자","45~49세","1인가구","","1202","1207","1200","1204","1216",
"동구","여자","45~49세","비친족가구","","100","98","115","126","134",
"동구","여자","50~54세","일반가구원","","13922","13967","13855","14073","13982",
"동구","여자","50~54세","1세대가구-계","","1997","2035","1962","2123","2186",
"동구","여자","50~54세","1세대가구-부부","","1844","1886","1811","1943","2005",
"동구","여자","50~54세","1세대가구-부부+미혼형제자매","","15","21","14","15","14",
"동구","여자","50~54세","1세대가구-부부+기타 친인척","","X","5","X","X","X",
"동구","여자","50~54세","1세대가구-가구주+미혼형제자매","","45","40","47","52","65",
"동구","여자","50~54세","1세대가구-가구주+기타 친인척","","12","7","7","8","6",
"동구","여자","50~54세","1세대가구-기타","","79","76","80","102","95",
"동구","여자","50~54세","2세대가구-계","","9446","9494","9395","9424","9284",
"동구","여자","50~54세","2세대가구-부부+미혼자녀","","6278","6321","6278","6318","6241",
"동구","여자","50~54세","2세대가구-부+미혼자녀","","18","12","17","23","22",
"동구","여자","50~54세","2세대가구-모+미혼자녀","","2231","2232","2269","2292","2249",
"동구","여자","50~54세","2세대가구-부부+양친","","21","25","23","22","20",
"동구","여자","50~54세","2세대가구-부부+한부모","","103","97","102","103","109",
"동구","여자","50~54세","2세대가구-부부+미혼자녀+부부미혼형제자매","","57","61","55","53","53",
"동구","여자","50~54세","2세대가구-조부모+미혼손자녀","","X","X","X","X","X",
"동구","여자","50~54세","2세대가구-조부 또는 조모+미혼손자녀","","X","X","X","X","X",
"동구","여자","50~54세","2세대가구-기타","","731","744","649","611","587",
"동구","여자","50~54세","3세대가구-계","","938","873","836","801","758",
"동구","여자","50~54세","3세대가구-부부+미혼자녀+양친","","54","56","58","42","40",
"동구","여자","50~54세","3세대가구-부부+미혼자녀+부친","","48","48","50","45","52",
"동구","여자","50~54세","3세대가구-부부+미혼자녀+모친","","468","444","423","432","407",
"동구","여자","50~54세","3세대가구-기타","","368","325","305","282","259",
"동구","여자","50~54세","4세대이상 가구","","X","X","5","X","X",
"동구","여자","50~54세","1인가구","","1422","1430","1532","1579","1621",
"동구","여자","50~54세","비친족가구","","117","133","125","145","132",
"동구","여자","55~59세","일반가구원","","15911","15310","14786","14037","13930",
"동구","여자","55~59세","1세대가구-계","","4512","4194","3938","3760","3653",
"동구","여자","55~59세","1세대가구-부부","","4274","3951","3719","3549","3445",
"동구","여자","55~59세","1세대가구-부부+미혼형제자매","","37","37","27","28","29",
"동구","여자","55~59세","1세대가구-부부+기타 친인척","","X","7","10","12","7",
"동구","여자","55~59세","1세대가구-가구주+미혼형제자매","","27","35","40","42","37",
"동구","여자","55~59세","1세대가구-가구주+기타 친인척","","16","21","19","14","14",
"동구","여자","55~59세","1세대가구-기타","","154","143","123","115","121",
"동구","여자","55~59세","2세대가구-계","","8126","7984","7881","7444","7472",
"동구","여자","55~59세","2세대가구-부부+미혼자녀","","4890","4772","4783","4521","4571",
"동구","여자","55~59세","2세대가구-부+미혼자녀","","7","X","X","6","10",
"동구","여자","55~59세","2세대가구-모+미혼자녀","","2028","2048","2108","2030","2046",
"동구","여자","55~59세","2세대가구-부부+양친","","35","31","28","18","15",
"동구","여자","55~59세","2세대가구-부부+한부모","","212","192","163","161","143",
"동구","여자","55~59세","2세대가구-부부+미혼자녀+부부미혼형제자매","","48","38","37","39","41",
"동구","여자","55~59세","2세대가구-조부모+미혼손자녀","","26","28","22","13","10",
"동구","여자","55~59세","2세대가구-조부 또는 조모+미혼손자녀","","16","11","10","8","8",
"동구","여자","55~59세","2세대가구-기타","","864","861","726","648","628",
"동구","여자","55~59세","3세대가구-계","","873","789","640","552","534",
"동구","여자","55~59세","3세대가구-부부+미혼자녀+양친","","89","76","41","38","31",
"동구","여자","55~59세","3세대가구-부부+미혼자녀+부친","","25","27","29","28","18",
"동구","여자","55~59세","3세대가구-부부+미혼자녀+모친","","415","347","285","233","236",
"동구","여자","55~59세","3세대가구-기타","","344","339","285","253","249",
"동구","여자","55~59세","4세대이상 가구","","14","10","X","X","8",
"동구","여자","55~59세","1인가구","","2232","2155","2152","2087","2073",
"동구","여자","55~59세","비친족가구","","154","178","171","191","190",
"동구","여자","60~64세","일반가구원","","13863","14373","14743","15387","15490",
"동구","여자","60~64세","1세대가구-계","","5301","5437","5744","5995","5925",
"동구","여자","60~64세","1세대가구-부부","","5051","5170","5499","5759","5683",
"동구","여자","60~64세","1세대가구-부부+미혼형제자매","","36","35","38","38","37",
"동구","여자","60~64세","1세대가구-부부+기타 친인척","","8","7","5","7","5",
"동구","여자","60~64세","1세대가구-가구주+미혼형제자매","","33","30","23","24","32",
"동구","여자","60~64세","1세대가구-가구주+기타 친인척","","19","18","16","20","14",
"동구","여자","60~64세","1세대가구-기타","","154","177","163","147","154",
"동구","여자","60~64세","2세대가구-계","","5056","5286","5290","5492","5599",
"동구","여자","60~64세","2세대가구-부부+미혼자녀","","2556","2721","2740","2902","2988",
"동구","여자","60~64세","2세대가구-부+미혼자녀","","X","X","X","X","X",
"동구","여자","60~64세","2세대가구-모+미혼자녀","","1353","1412","1467","1540","1584",
"동구","여자","60~64세","2세대가구-부부+양친","","26","24","30","25","18",
"동구","여자","60~64세","2세대가구-부부+한부모","","186","200","177","178","180",
"동구","여자","60~64세","2세대가구-부부+미혼자녀+부부미혼형제자매","","12","12","7","13","16",
"동구","여자","60~64세","2세대가구-조부모+미혼손자녀","","54","52","57","50","42",
"동구","여자","60~64세","2세대가구-조부 또는 조모+미혼손자녀","","31","37","33","37","29",
"동구","여자","60~64세","2세대가구-기타","","836","825","776","746","741",
"동구","여자","60~64세","3세대가구-계","","895","873","721","641","603",
"동구","여자","60~64세","3세대가구-부부+미혼자녀+양친","","146","132","96","69","67",
"동구","여자","60~64세","3세대가구-부부+미혼자녀+부친","","5","5","10","6","10",
"동구","여자","60~64세","3세대가구-부부+미혼자녀+모친","","346","349","288","251","215",
"동구","여자","60~64세","3세대가구-기타","","398","387","327","315","311",
"동구","여자","60~64세","4세대이상 가구","","12","14","8","5","X",
"동구","여자","60~64세","1인가구","","2470","2584","2800","3022","3117",
"동구","여자","60~64세","비친족가구","","129","179","180","232","242",
"동구","여자","65~69세","일반가구원","","10881","10985","11908","12634","13073",
"동구","여자","65~69세","1세대가구-계","","4228","4451","4970","5345","5547",
"동구","여자","65~69세","1세대가구-부부","","4092","4287","4813","5161","5342",
"동구","여자","65~69세","1세대가구-부부+미혼형제자매","","11","16","17","22","30",
"동구","여자","65~69세","1세대가구-부부+기타 친인척","","6","9","8","10","9",
"동구","여자","65~69세","1세대가구-가구주+미혼형제자매","","21","23","25","25","30",
"동구","여자","65~69세","1세대가구-가구주+기타 친인척","","10","14","14","12","15",
"동구","여자","65~69세","1세대가구-기타","","88","102","93","115","121",
"동구","여자","65~69세","2세대가구-계","","3077","3051","3240","3331","3490",
"동구","여자","65~69세","2세대가구-부부+미혼자녀","","1231","1229","1375","1437","1531",
"동구","여자","65~69세","2세대가구-부+미혼자녀","","X","X","X","X","X",
"동구","여자","65~69세","2세대가구-모+미혼자녀","","922","911","980","1039","1082",
"동구","여자","65~69세","2세대가구-부부+양친","","26","18","10","7","14",
"동구","여자","65~69세","2세대가구-부부+한부모","","87","105","109","101","110",
"동구","여자","65~69세","2세대가구-부부+미혼자녀+부부미혼형제자매","","X","5","5","8","9",
"동구","여자","65~69세","2세대가구-조부모+미혼손자녀","","67","61","66","63","62",
"동구","여자","65~69세","2세대가구-조부 또는 조모+미혼손자녀","","48","41","41","49","45",
"동구","여자","65~69세","2세대가구-기타","","694","681","654","626","636",
"동구","여자","65~69세","3세대가구-계","","977","854","750","703","611",
"동구","여자","65~69세","3세대가구-부부+미혼자녀+양친","","176","135","120","99","77",
"동구","여자","65~69세","3세대가구-부부+미혼자녀+부친","","X","X","X","X","X",
"동구","여자","65~69세","3세대가구-부부+미혼자녀+모친","","351","324","277","249","230",
"동구","여자","65~69세","3세대가구-기타","","447","393","353","353","303",
"동구","여자","65~69세","4세대이상 가구","","6","6","5","X","5",
"동구","여자","65~69세","1인가구","","2485","2487","2786","3053","3218",
"동구","여자","65~69세","비친족가구","","108","136","157","198","202",
"동구","여자","70~74세","일반가구원","","8110","8576","9012","9622","10089",
"동구","여자","70~74세","1세대가구-계","","2741","2954","3241","3541","3851",
"동구","여자","70~74세","1세대가구-부부","","2671","2869","3160","3453","3741",
"동구","여자","70~74세","1세대가구-부부+미혼형제자매","","X","X","X","10","13",
"동구","여자","70~74세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"동구","여자","70~74세","1세대가구-가구주+미혼형제자매","","9","14","13","14","13",
"동구","여자","70~74세","1세대가구-가구주+기타 친인척","","10","12","12","9","9",
"동구","여자","70~74세","1세대가구-기타","","46","53","49","52","73",
"동구","여자","70~74세","2세대가구-계","","2175","2323","2316","2426","2450",
"동구","여자","70~74세","2세대가구-부부+미혼자녀","","633","701","735","767","786",
"동구","여자","70~74세","2세대가구-부+미혼자녀","","X","X","X","X","X",
"동구","여자","70~74세","2세대가구-모+미혼자녀","","680","729","772","815","846",
"동구","여자","70~74세","2세대가구-부부+양친","","13","19","22","18","21",
"동구","여자","70~74세","2세대가구-부부+한부모","","58","55","57","59","54",
"동구","여자","70~74세","2세대가구-부부+미혼자녀+부부미혼형제자매","","X","X","X","X","X",
"동구","여자","70~74세","2세대가구-조부모+미혼손자녀","","72","85","70","68","68",
"동구","여자","70~74세","2세대가구-조부 또는 조모+미혼손자녀","","63","70","72","72","83",
"동구","여자","70~74세","2세대가구-기타","","654","662","585","625","591",
"동구","여자","70~74세","3세대가구-계","","936","878","795","762","692",
"동구","여자","70~74세","3세대가구-부부+미혼자녀+양친","","121","101","79","86","83",
"동구","여자","70~74세","3세대가구-부부+미혼자녀+부친","","X","X","X","X","X",
"동구","여자","70~74세","3세대가구-부부+미혼자녀+모친","","430","370","324","314","249",
"동구","여자","70~74세","3세대가구-기타","","385","407","392","362","360",
"동구","여자","70~74세","4세대이상 가구","","X","X","X","X","X",
"동구","여자","70~74세","1인가구","","2170","2311","2548","2741","2946",
"동구","여자","70~74세","비친족가구","","86","109","109","150","149",
"동구","여자","75~79세","일반가구원","","7362","7459","7369","7079","7167",
"동구","여자","75~79세","1세대가구-계","","1801","1882","1982","1954","2077",
"동구","여자","75~79세","1세대가구-부부","","1752","1830","1921","1889","2017",
"동구","여자","75~79세","1세대가구-부부+미혼형제자매","","X","6","X","X","5",
"동구","여자","75~79세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"동구","여자","75~79세","1세대가구-가구주+미혼형제자매","","X","X","X","X","X",
"동구","여자","75~79세","1세대가구-가구주+기타 친인척","","6","8","13","10","11",
"동구","여자","75~79세","1세대가구-기타","","35","32","40","49","36",
"동구","여자","75~79세","2세대가구-계","","2008","2044","1925","1783","1799",
"동구","여자","75~79세","2세대가구-부부+미혼자녀","","332","342","348","338","364",
"동구","여자","75~79세","2세대가구-부+미혼자녀","","X","X","X","X","X",
"동구","여자","75~79세","2세대가구-모+미혼자녀","","631","664","662","612","642",
"동구","여자","75~79세","2세대가구-부부+양친","","17","23","14","11","13",
"동구","여자","75~79세","2세대가구-부부+한부모","","90","82","56","55","62",
"동구","여자","75~79세","2세대가구-부부+미혼자녀+부부미혼형제자매","","X","X","X","X","X",
"동구","여자","75~79세","2세대가구-조부모+미혼손자녀","","70","67","83","78","69",
"동구","여자","75~79세","2세대가구-조부 또는 조모+미혼손자녀","","133","123","117","113","99",
"동구","여자","75~79세","2세대가구-기타","","734","741","644","576","549",
"동구","여자","75~79세","3세대가구-계","","1150","1075","939","782","685",
"동구","여자","75~79세","3세대가구-부부+미혼자녀+양친","","87","92","71","53","52",
"동구","여자","75~79세","3세대가구-부부+미혼자녀+부친","","X","X","X","X","X",
"동구","여자","75~79세","3세대가구-부부+미혼자녀+모친","","547","506","441","366","321",
"동구","여자","75~79세","3세대가구-기타","","516","477","427","363","312",
"동구","여자","75~79세","4세대이상 가구","","X","5","X","X","X",
"동구","여자","75~79세","1인가구","","2307","2333","2423","2465","2510",
"동구","여자","75~79세","비친족가구","","92","120","97","93","95",
"동구","여자","80~84세","일반가구원","","4459","4744","4959","5287","5818",
"동구","여자","80~84세","1세대가구-계","","582","694","745","887","1034",
"동구","여자","80~84세","1세대가구-부부","","563","668","722","858","1000",
"동구","여자","80~84세","1세대가구-부부+미혼형제자매","","X","X","X","X","X",
"동구","여자","80~84세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"동구","여자","80~84세","1세대가구-가구주+미혼형제자매","","X","5","6","6","X",
"동구","여자","80~84세","1세대가구-가구주+기타 친인척","","X","X","X","X","7",
"동구","여자","80~84세","1세대가구-기타","","10","18","14","18","25",
"동구","여자","80~84세","2세대가구-계","","1273","1328","1395","1477","1599",
"동구","여자","80~84세","2세대가구-부부+미혼자녀","","70","82","108","127","158",
"동구","여자","80~84세","2세대가구-부+미혼자녀","","X","X","X","X","X",
"동구","여자","80~84세","2세대가구-모+미혼자녀","","336","360","395","441","496",
"동구","여자","80~84세","2세대가구-부부+양친","","25","18","18","17","15",
"동구","여자","80~84세","2세대가구-부부+한부모","","164","158","150","150","134",
"동구","여자","80~84세","2세대가구-부부+미혼자녀+부부미혼형제자매","","X","X","X","X","X",
"동구","여자","80~84세","2세대가구-조부모+미혼손자녀","","27","27","27","36","40",
"동구","여자","80~84세","2세대가구-조부 또는 조모+미혼손자녀","","128","140","138","167","155",
"동구","여자","80~84세","2세대가구-기타","","523","543","559","539","601",
"동구","여자","80~84세","3세대가구-계","","909","850","757","696","730",
"동구","여자","80~84세","3세대가구-부부+미혼자녀+양친","","45","33","34","29","31",
"동구","여자","80~84세","3세대가구-부부+미혼자녀+부친","","X","X","X","X","X",
"동구","여자","80~84세","3세대가구-부부+미혼자녀+모친","","466","424","391","361","358",
"동구","여자","80~84세","3세대가구-기타","","398","393","332","306","341",
"동구","여자","80~84세","4세대이상 가구","","13","12","10","X","5",
"동구","여자","80~84세","1인가구","","1609","1782","1976","2130","2340",
"동구","여자","80~84세","비친족가구","","73","78","76","95","110",
"동구","여자","85세이상","일반가구원","","2529","2783","3017","3354","3717",
"동구","여자","85세이상","1세대가구-계","","102","133","183","222","252",
"동구","여자","85세이상","1세대가구-부부","","93","118","167","206","236",
"동구","여자","85세이상","1세대가구-부부+미혼형제자매","","X","X","X","X","X",
"동구","여자","85세이상","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"동구","여자","85세이상","1세대가구-가구주+미혼형제자매","","X","X","X","X","X",
"동구","여자","85세이상","1세대가구-가구주+기타 친인척","","X","X","X","X","X",
"동구","여자","85세이상","1세대가구-기타","","X","9","11","9","11",
"동구","여자","85세이상","2세대가구-계","","895","994","1083","1159","1311",
"동구","여자","85세이상","2세대가구-부부+미혼자녀","","10","18","17","24","30",
"동구","여자","85세이상","2세대가구-부+미혼자녀","","X","X","X","X","X",
"동구","여자","85세이상","2세대가구-모+미혼자녀","","154","186","217","246","289",
"동구","여자","85세이상","2세대가구-부부+양친","","X","8","9","10","7",
"동구","여자","85세이상","2세대가구-부부+한부모","","268","289","288","280","292",
"동구","여자","85세이상","2세대가구-부부+미혼자녀+부부미혼형제자매","","X","X","X","X","X",
"동구","여자","85세이상","2세대가구-조부모+미혼손자녀","","10","8","11","7","13",
"동구","여자","85세이상","2세대가구-조부 또는 조모+미혼손자녀","","79","87","94","106","129",
"동구","여자","85세이상","2세대가구-기타","","369","397","446","486","551",
"동구","여자","85세이상","3세대가구-계","","623","620","588","590","569",
"동구","여자","85세이상","3세대가구-부부+미혼자녀+양친","","X","10","6","11","10",
"동구","여자","85세이상","3세대가구-부부+미혼자녀+부친","","X","X","X","X","X",
"동구","여자","85세이상","3세대가구-부부+미혼자녀+모친","","373","354","324","313","301",
"동구","여자","85세이상","3세대가구-기타","","246","256","258","266","258",
"동구","여자","85세이상","4세대이상 가구","","21","17","13","14","17",
"동구","여자","85세이상","1인가구","","836","942","1090","1296","1497",
"동구","여자","85세이상","비친족가구","","52","77","60","73","71",
"서구","계","합계","일반가구원","","175984","167446","163232","158605","154046",
"서구","계","합계","1세대가구-계","","28999","28922","29360","29593","29576",
"서구","계","합계","1세대가구-부부","","25980","25898","26412","26656","26630",
"서구","계","합계","1세대가구-부부+미혼형제자매","","231","239","227","255","266",
"서구","계","합계","1세대가구-부부+기타 친인척","","28","27","27","25","39",
"서구","계","합계","1세대가구-가구주+미혼형제자매","","1646","1654","1608","1575","1538",
"서구","계","합계","1세대가구-가구주+기타 친인척","","127","148","133","157","125",
"서구","계","합계","1세대가구-기타","","987","956","953","925","978",
"서구","계","합계","2세대가구-계","","105421","97870","93494","88032","83920",
"서구","계","합계","2세대가구-부부+미혼자녀","","68530","62939","60154","55757","52686",
"서구","계","합계","2세대가구-부+미혼자녀","","5516","5179","5014","4856","4604",
"서구","계","합계","2세대가구-모+미혼자녀","","17174","16453","16117","15483","14969",
"서구","계","합계","2세대가구-부부+양친","","216","252","204","168","188",
"서구","계","합계","2세대가구-부부+한부모","","1122","1092","1068","1029","990",
"서구","계","합계","2세대가구-부부+미혼자녀+부부미혼형제자매","","1188","1073","930","825","810",
"서구","계","합계","2세대가구-조부모+미혼손자녀","","521","531","548","514","518",
"서구","계","합계","2세대가구-조부 또는 조모+미혼손자녀","","692","689","680","745","730",
"서구","계","합계","2세대가구-기타","","10462","9662","8779","8655","8425",
"서구","계","합계","3세대가구-계","","15934","14495","12806","11729","10650",
"서구","계","합계","3세대가구-부부+미혼자녀+양친","","2043","1804","1492","1415","1097",
"서구","계","합계","3세대가구-부부+미혼자녀+부친","","1038","888","829","753","641",
"서구","계","합계","3세대가구-부부+미혼자녀+모친","","5715","5285","4724","4290","3984",
"서구","계","합계","3세대가구-기타","","7138","6518","5761","5271","4928",
"서구","계","합계","4세대이상 가구","","112","119","109","86","85",
"서구","계","합계","1인가구","","24084","24341","25770","27165","27759",
"서구","계","합계","비친족가구","","1434","1699","1693","2000","2056",
"서구","계","15세미만","일반가구원","","14320","12994","12040","11212","10543",
"서구","계","15세미만","1세대가구-계","","13","19","15","20","15",
"서구","계","15세미만","1세대가구-부부","","X","X","X","X","X",
"서구","계","15세미만","1세대가구-부부+미혼형제자매","","X","X","X","X","X",
"서구","계","15세미만","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"서구","계","15세미만","1세대가구-가구주+미혼형제자매","","7","9","8","6","X",
"서구","계","15세미만","1세대가구-가구주+기타 친인척","","X","X","X","8","6",
"서구","계","15세미만","1세대가구-기타","","X","5","X","6","5",
"서구","계","15세미만","2세대가구-계","","11779","10707","10054","9431","8960",
"서구","계","15세미만","2세대가구-부부+미혼자녀","","9323","8380","7896","7307","6928",
"서구","계","15세미만","2세대가구-부+미혼자녀","","513","497","449","465","443",
"서구","계","15세미만","2세대가구-모+미혼자녀","","1323","1238","1171","1137","1049",
"서구","계","15세미만","2세대가구-부부+양친","","X","X","X","X","X",
"서구","계","15세미만","2세대가구-부부+한부모","","X","X","X","X","X",
"서구","계","15세미만","2세대가구-부부+미혼자녀+부부미혼형제자매","","205","193","146","136","143",
"서구","계","15세미만","2세대가구-조부모+미혼손자녀","","70","84","82","80","79",
"서구","계","15세미만","2세대가구-조부 또는 조모+미혼손자녀","","53","57","56","61","68",
"서구","계","15세미만","2세대가구-기타","","292","258","254","245","250",
"서구","계","15세미만","3세대가구-계","","2495","2230","1940","1735","1544",
"서구","계","15세미만","3세대가구-부부+미혼자녀+양친","","429","373","307","294","226",
"서구","계","15세미만","3세대가구-부부+미혼자녀+부친","","212","179","185","151","129",
"서구","계","15세미만","3세대가구-부부+미혼자녀+모친","","803","750","639","592","552",
"서구","계","15세미만","3세대가구-기타","","1051","928","809","698","637",
"서구","계","15세미만","4세대이상 가구","","23","26","22","19","17",
"서구","계","15세미만","1인가구","","X","X","X","X","X",
"서구","계","15세미만","비친족가구","","10","12","9","6","7",
"서구","계","15~19세","일반가구원","","7269","6388","5781","5161","4689",
"서구","계","15~19세","1세대가구-계","","49","69","52","46","52",
"서구","계","15~19세","1세대가구-부부","","X","X","X","X","X",
"서구","계","15~19세","1세대가구-부부+미혼형제자매","","X","X","X","X","X",
"서구","계","15~19세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"서구","계","15~19세","1세대가구-가구주+미혼형제자매","","47","63","48","44","49",
"서구","계","15~19세","1세대가구-가구주+기타 친인척","","X","X","X","X","X",
"서구","계","15~19세","1세대가구-기타","","X","X","X","X","X",
"서구","계","15~19세","2세대가구-계","","6183","5337","4888","4398","3976",
"서구","계","15~19세","2세대가구-부부+미혼자녀","","4141","3639","3350","2980","2734",
