"행정구역별(시군구)","성별","연령별","항목","단위","2018 년","2019 년","2020 년","2021 년","2022 년",
"대구광역시","계","합계","일반가구원","","2351053","2332499","2321163","2301255","2279121",
"대구광역시","계","합계","1세대가구-계","","347261","359339","372107","384202","393383",
"대구광역시","계","합계","1세대가구-부부","","314052","325776","338162","349492","358520",
"대구광역시","계","합계","1세대가구-부부+미혼형제자매","","2342","2341","2343","2496","2692",
"대구광역시","계","합계","1세대가구-부부+기타 친인척","","528","610","514","518","511",
"대구광역시","계","합계","1세대가구-가구주+미혼형제자매","","18764","18707","19640","19867","19622",
"대구광역시","계","합계","1세대가구-가구주+기타 친인척","","1471","1554","1647","1761","1660",
"대구광역시","계","합계","1세대가구-기타","","10104","10351","9801","10068","10378",
"대구광역시","계","합계","2세대가구-계","","1521827","1486637","1464844","1420502","1383153",
"대구광역시","계","합계","2세대가구-부부+미혼자녀","","1114135","1087815","1078449","1046230","1015196",
"대구광역시","계","합계","2세대가구-부+미혼자녀","","60118","58279","56806","55724","54937",
"대구광역시","계","합계","2세대가구-모+미혼자녀","","194232","191504","193760","188085","185014",
"대구광역시","계","합계","2세대가구-부부+양친","","3080","3264","2692","2412","2436",
"대구광역시","계","합계","2세대가구-부부+한부모","","14613","14583","13539","13200","13086",
"대구광역시","계","합계","2세대가구-부부+미혼자녀+부부미혼형제자매","","14522","13546","11852","11431","10964",
"대구광역시","계","합계","2세대가구-조부모+미혼손자녀","","6226","6348","6600","6485","6316",
"대구광역시","계","합계","2세대가구-조부 또는 조모+미혼손자녀","","7353","7201","7406","7602","7530",
"대구광역시","계","합계","2세대가구-기타","","107548","104097","93740","89333","87674",
"대구광역시","계","합계","3세대가구-계","","191361","178146","154634","140813","129932",
"대구광역시","계","합계","3세대가구-부부+미혼자녀+양친","","25783","23380","18860","16412","14535",
"대구광역시","계","합계","3세대가구-부부+미혼자녀+부친","","14690","14104","12643","11670","11004",
"대구광역시","계","합계","3세대가구-부부+미혼자녀+모친","","77301","71157","62053","55732","51024",
"대구광역시","계","합계","3세대가구-기타","","73587","69505","61078","56999","53369",
"대구광역시","계","합계","4세대이상 가구","","1606","1385","1116","807","823",
"대구광역시","계","합계","1인가구","","269903","284416","304543","326866","341667",
"대구광역시","계","합계","비친족가구","","19095","22576","23919","28065","30163",
"대구광역시","계","15세미만","일반가구원","","299899","289897","280685","270922","260731",
"대구광역시","계","15세미만","1세대가구-계","","238","241","219","215","211",
"대구광역시","계","15세미만","1세대가구-부부","","X","X","X","X","X",
"대구광역시","계","15세미만","1세대가구-부부+미혼형제자매","","X","X","X","X","X",
"대구광역시","계","15세미만","1세대가구-부부+기타 친인척","","20","24","15","12","15",
"대구광역시","계","15세미만","1세대가구-가구주+미혼형제자매","","116","118","118","102","93",
"대구광역시","계","15세미만","1세대가구-가구주+기타 친인척","","67","58","60","67","66",
"대구광역시","계","15세미만","1세대가구-기타","","34","40","26","34","37",
"대구광역시","계","15세미만","2세대가구-계","","266500","258953","254414","247212","238993",
"대구광역시","계","15세미만","2세대가구-부부+미혼자녀","","224355","218522","215800","209668","202556",
"대구광역시","계","15세미만","2세대가구-부+미혼자녀","","8690","8328","7737","7713","7675",
"대구광역시","계","15세미만","2세대가구-모+미혼자녀","","23544","22693","22418","21672","20939",
"대구광역시","계","15세미만","2세대가구-부부+양친","","X","X","X","X","X",
"대구광역시","계","15세미만","2세대가구-부부+한부모","","X","X","X","X","X",
"대구광역시","계","15세미만","2세대가구-부부+미혼자녀+부부미혼형제자매","","3018","2789","2385","2336","2199",
"대구광역시","계","15세미만","2세대가구-조부모+미혼손자녀","","1121","1202","1172","1142","1129",
"대구광역시","계","15세미만","2세대가구-조부 또는 조모+미혼손자녀","","785","800","824","815","799",
"대구광역시","계","15세미만","2세대가구-기타","","4987","4619","4078","3866","3696",
"대구광역시","계","15세미만","3세대가구-계","","32645","30215","25680","23151","21211",
"대구광역시","계","15세미만","3세대가구-부부+미혼자녀+양친","","5331","4812","3815","3277","2833",
"대구광역시","계","15세미만","3세대가구-부부+미혼자녀+부친","","3111","3001","2689","2463","2336",
"대구광역시","계","15세미만","3세대가구-부부+미혼자녀+모친","","12223","11236","9469","8478","7725",
"대구광역시","계","15세미만","3세대가구-기타","","11980","11166","9707","8933","8317",
"대구광역시","계","15세미만","4세대이상 가구","","363","323","245","188","189",
"대구광역시","계","15세미만","1인가구","","X","X","X","X","X",
"대구광역시","계","15세미만","비친족가구","","151","162","125","153","126",
"대구광역시","계","15~19세","일반가구원","","125134","116524","109963","102309","98786",
"대구광역시","계","15~19세","1세대가구-계","","1090","1045","964","755","723",
"대구광역시","계","15~19세","1세대가구-부부","","13","16","18","X","5",
"대구광역시","계","15~19세","1세대가구-부부+미혼형제자매","","X","X","X","X","X",
"대구광역시","계","15~19세","1세대가구-부부+기타 친인척","","8","6","X","X","5",
"대구광역시","계","15~19세","1세대가구-가구주+미혼형제자매","","1018","967","899","707","665",
"대구광역시","계","15~19세","1세대가구-가구주+기타 친인척","","30","32","22","24","24",
"대구광역시","계","15~19세","1세대가구-기타","","17","21","17","17","22",
"대구광역시","계","15~19세","2세대가구-계","","109113","100794","96820","91033","87790",
"대구광역시","계","15~19세","2세대가구-부부+미혼자녀","","82209","76437","73850","70056","67925",
"대구광역시","계","15~19세","2세대가구-부+미혼자녀","","5755","5179","4825","4496","4192",
"대구광역시","계","15~19세","2세대가구-모+미혼자녀","","16433","15048","14510","13282","12698",
"대구광역시","계","15~19세","2세대가구-부부+양친","","5","X","X","X","X",
"대구광역시","계","15~19세","2세대가구-부부+한부모","","6","8","X","X","X",
"대구광역시","계","15~19세","2세대가구-부부+미혼자녀+부부미혼형제자매","","778","693","603","577","526",
"대구광역시","계","15~19세","2세대가구-조부모+미혼손자녀","","447","386","382","337","306",
"대구광역시","계","15~19세","2세대가구-조부 또는 조모+미혼손자녀","","672","554","512","437","431",
"대구광역시","계","15~19세","2세대가구-기타","","2808","2485","2135","1847","1712",
"대구광역시","계","15~19세","3세대가구-계","","12075","10826","9280","8356","7620",
"대구광역시","계","15~19세","3세대가구-부부+미혼자녀+양친","","1211","1115","910","813","729",
"대구광역시","계","15~19세","3세대가구-부부+미혼자녀+부친","","929","842","699","659","614",
"대구광역시","계","15~19세","3세대가구-부부+미혼자녀+모친","","5359","4682","4036","3578","3256",
"대구광역시","계","15~19세","3세대가구-기타","","4576","4187","3635","3306","3021",
"대구광역시","계","15~19세","4세대이상 가구","","22","24","20","17","19",
"대구광역시","계","15~19세","1인가구","","2680","3690","2755","2036","2484",
"대구광역시","계","15~19세","비친족가구","","154","145","124","112","150",
"대구광역시","계","20~24세","일반가구원","","141936","138834","139990","133792","121156",
"대구광역시","계","20~24세","1세대가구-계","","4561","4313","4412","4110","3502",
"대구광역시","계","20~24세","1세대가구-부부","","471","464","426","321","265",
"대구광역시","계","20~24세","1세대가구-부부+미혼형제자매","","25","26","34","17","26",
"대구광역시","계","20~24세","1세대가구-부부+기타 친인척","","21","20","11","9","10",
"대구광역시","계","20~24세","1세대가구-가구주+미혼형제자매","","3830","3593","3724","3587","3048",
"대구광역시","계","20~24세","1세대가구-가구주+기타 친인척","","99","102","115","89","85",
"대구광역시","계","20~24세","1세대가구-기타","","115","108","102","87","68",
"대구광역시","계","20~24세","2세대가구-계","","107749","102755","103711","97965","86796",
"대구광역시","계","20~24세","2세대가구-부부+미혼자녀","","74293","71050","72234","68508","60876",
"대구광역시","계","20~24세","2세대가구-부+미혼자녀","","7058","6762","6578","6245","5573",
"대구광역시","계","20~24세","2세대가구-모+미혼자녀","","19863","18742","19257","17928","15754",
"대구광역시","계","20~24세","2세대가구-부부+양친","","45","43","35","16","13",
"대구광역시","계","20~24세","2세대가구-부부+한부모","","46","44","34","29","24",
"대구광역시","계","20~24세","2세대가구-부부+미혼자녀+부부미혼형제자매","","713","648","561","530","481",
"대구광역시","계","20~24세","2세대가구-조부모+미혼손자녀","","451","442","506","492","433",
"대구광역시","계","20~24세","2세대가구-조부 또는 조모+미혼손자녀","","1040","1021","1009","975","857",
"대구광역시","계","20~24세","2세대가구-기타","","4240","4003","3497","3242","2785",
"대구광역시","계","20~24세","3세대가구-계","","10499","9728","8991","8176","7065",
"대구광역시","계","20~24세","3세대가구-부부+미혼자녀+양친","","746","666","609","538","448",
"대구광역시","계","20~24세","3세대가구-부부+미혼자녀+부친","","698","641","592","532","485",
"대구광역시","계","20~24세","3세대가구-부부+미혼자녀+모친","","4656","4272","3890","3599","3052",
"대구광역시","계","20~24세","3세대가구-기타","","4399","4149","3900","3507","3080",
"대구광역시","계","20~24세","4세대이상 가구","","44","36","32","26","15",
"대구광역시","계","20~24세","1인가구","","18057","20916","21684","22083","22337",
"대구광역시","계","20~24세","비친족가구","","1026","1086","1160","1432","1441",
"대구광역시","계","25~29세","일반가구원","","152246","153660","155823","155277","150400",
"대구광역시","계","25~29세","1세대가구-계","","11750","11629","11857","11240","10184",
"대구광역시","계","25~29세","1세대가구-부부","","6453","6215","5947","5303","4566",
"대구광역시","계","25~29세","1세대가구-부부+미혼형제자매","","156","166","164","137","147",
"대구광역시","계","25~29세","1세대가구-부부+기타 친인척","","22","31","26","36","26",
"대구광역시","계","25~29세","1세대가구-가구주+미혼형제자매","","4728","4828","5288","5287","5031",
"대구광역시","계","25~29세","1세대가구-가구주+기타 친인척","","142","146","190","246","202",
"대구광역시","계","25~29세","1세대가구-기타","","249","243","242","231","212",
"대구광역시","계","25~29세","2세대가구-계","","103754","102433","101083","97400","93215",
"대구광역시","계","25~29세","2세대가구-부부+미혼자녀","","69356","68273","67313","64551","61507",
"대구광역시","계","25~29세","2세대가구-부+미혼자녀","","6218","6182","6161","6140","6042",
"대구광역시","계","25~29세","2세대가구-모+미혼자녀","","19146","19449","19795","19232","18717",
"대구광역시","계","25~29세","2세대가구-부부+양친","","140","111","79","65","77",
"대구광역시","계","25~29세","2세대가구-부부+한부모","","224","194","163","162","125",
"대구광역시","계","25~29세","2세대가구-부부+미혼자녀+부부미혼형제자매","","844","788","710","631","572",
"대구광역시","계","25~29세","2세대가구-조부모+미혼손자녀","","273","301","345","362","358",
"대구광역시","계","25~29세","2세대가구-조부 또는 조모+미혼손자녀","","957","947","1014","1131","1110",
"대구광역시","계","25~29세","2세대가구-기타","","6596","6188","5503","5126","4707",
"대구광역시","계","25~29세","3세대가구-계","","8986","8668","7522","6867","6348",
"대구광역시","계","25~29세","3세대가구-부부+미혼자녀+양친","","648","582","427","367","349",
"대구광역시","계","25~29세","3세대가구-부부+미혼자녀+부친","","569","564","490","449","384",
"대구광역시","계","25~29세","3세대가구-부부+미혼자녀+모친","","3828","3707","3254","2786","2567",
"대구광역시","계","25~29세","3세대가구-기타","","3941","3815","3351","3265","3048",
"대구광역시","계","25~29세","4세대이상 가구","","68","58","51","30","38",
"대구광역시","계","25~29세","1인가구","","25076","27730","31704","35514","36202",
"대구광역시","계","25~29세","비친족가구","","2612","3142","3606","4226","4413",
"대구광역시","계","30~34세","일반가구원","","133849","131876","131833","132776","136910",
"대구광역시","계","30~34세","1세대가구-계","","16556","16592","17037","16884","16926",
"대구광역시","계","30~34세","1세대가구-부부","","13315","13357","13452","13043","12729",
"대구광역시","계","30~34세","1세대가구-부부+미혼형제자매","","231","229","283","243","295",
"대구광역시","계","30~34세","1세대가구-부부+기타 친인척","","28","42","29","28","24",
"대구광역시","계","30~34세","1세대가구-가구주+미혼형제자매","","2550","2513","2826","3094","3355",
"대구광역시","계","30~34세","1세대가구-가구주+기타 친인척","","94","109","159","174","178",
"대구광역시","계","30~34세","1세대가구-기타","","338","342","288","302","345",
"대구광역시","계","30~34세","2세대가구-계","","87466","84807","81904","79085","79873",
"대구광역시","계","30~34세","2세대가구-부부+미혼자녀","","63406","61170","59119","56449","56202",
"대구광역시","계","30~34세","2세대가구-부+미혼자녀","","3377","3392","3378","3452","3695",
"대구광역시","계","30~34세","2세대가구-모+미혼자녀","","11954","11982","12175","12180","12901",
"대구광역시","계","30~34세","2세대가구-부부+양친","","233","250","204","162","153",
"대구광역시","계","30~34세","2세대가구-부부+한부모","","514","443","380","343","345",
"대구광역시","계","30~34세","2세대가구-부부+미혼자녀+부부미혼형제자매","","1181","1054","946","870","814",
"대구광역시","계","30~34세","2세대가구-조부모+미혼손자녀","","68","58","76","100","125",
"대구광역시","계","30~34세","2세대가구-조부 또는 조모+미혼손자녀","","415","438","483","546","609",
"대구광역시","계","30~34세","2세대가구-기타","","6318","6020","5143","4983","5029",
"대구광역시","계","30~34세","3세대가구-계","","7484","6743","5738","5063","4774",
"대구광역시","계","30~34세","3세대가구-부부+미혼자녀+양친","","952","825","622","518","409",
"대구광역시","계","30~34세","3세대가구-부부+미혼자녀+부친","","618","577","542","411","396",
"대구광역시","계","30~34세","3세대가구-부부+미혼자녀+모친","","2592","2280","1990","1767","1671",
"대구광역시","계","30~34세","3세대가구-기타","","3322","3061","2584","2367","2298",
"대구광역시","계","30~34세","4세대이상 가구","","122","97","72","43","53",
"대구광역시","계","30~34세","1인가구","","20153","21138","23990","27563","30287",
"대구광역시","계","30~34세","비친족가구","","2068","2499","3092","4138","4997",
"대구광역시","계","35~39세","일반가구원","","175403","167239","155745","145840","136746",
"대구광역시","계","35~39세","1세대가구-계","","12970","12716","12604","12111","11673",
"대구광역시","계","35~39세","1세대가구-부부","","10356","10230","10199","9762","9357",
"대구광역시","계","35~39세","1세대가구-부부+미혼형제자매","","174","166","170","146","175",
"대구광역시","계","35~39세","1세대가구-부부+기타 친인척","","17","26","22","21","23",
"대구광역시","계","35~39세","1세대가구-가구주+미혼형제자매","","1838","1748","1692","1696","1693",
"대구광역시","계","35~39세","1세대가구-가구주+기타 친인척","","110","100","117","132","122",
"대구광역시","계","35~39세","1세대가구-기타","","475","446","404","354","303",
"대구광역시","계","35~39세","2세대가구-계","","128733","122085","112615","103409","95631",
"대구광역시","계","35~39세","2세대가구-부부+미혼자녀","","101028","96121","89527","82612","76023",
"대구광역시","계","35~39세","2세대가구-부+미혼자녀","","3575","3395","3044","2733","2731",
"대구광역시","계","35~39세","2세대가구-모+미혼자녀","","13546","13021","12120","11082","10412",
"대구광역시","계","35~39세","2세대가구-부부+양친","","220","223","164","156","137",
"대구광역시","계","35~39세","2세대가구-부부+한부모","","520","513","465","366","346",
"대구광역시","계","35~39세","2세대가구-부부+미혼자녀+부부미혼형제자매","","1946","1642","1315","1230","1088",
"대구광역시","계","35~39세","2세대가구-조부모+미혼손자녀","","11","13","21","22","30",
"대구광역시","계","35~39세","2세대가구-조부 또는 조모+미혼손자녀","","165","161","160","173","188",
"대구광역시","계","35~39세","2세대가구-기타","","7722","6996","5799","5035","4676",
"대구광역시","계","35~39세","3세대가구-계","","12797","11267","8711","7284","6146",
"대구광역시","계","35~39세","3세대가구-부부+미혼자녀+양친","","2214","1872","1345","1033","823",
"대구광역시","계","35~39세","3세대가구-부부+미혼자녀+부친","","1333","1254","1032","876","754",
"대구광역시","계","35~39세","3세대가구-부부+미혼자녀+모친","","4560","3956","3070","2498","2122",
"대구광역시","계","35~39세","3세대가구-기타","","4690","4185","3264","2877","2447",
"대구광역시","계","35~39세","4세대이상 가구","","165","125","89","66","51",
"대구광역시","계","35~39세","1인가구","","19056","19196","19702","20654","20521",
"대구광역시","계","35~39세","비친족가구","","1682","1850","2024","2316","2724",
"대구광역시","계","40~44세","일반가구원","","178157","171737","171171","171694","172746",
"대구광역시","계","40~44세","1세대가구-계","","9605","9683","9569","9713","10025",
"대구광역시","계","40~44세","1세대가구-부부","","7282","7413","7366","7439","7699",
"대구광역시","계","40~44세","1세대가구-부부+미혼형제자매","","187","153","149","169","179",
"대구광역시","계","40~44세","1세대가구-부부+기타 친인척","","15","24","18","14","21",
"대구광역시","계","40~44세","1세대가구-가구주+미혼형제자매","","1412","1404","1398","1451","1519",
"대구광역시","계","40~44세","1세대가구-가구주+기타 친인척","","87","105","107","133","127",
"대구광역시","계","40~44세","1세대가구-기타","","622","584","531","507","480",
"대구광역시","계","40~44세","2세대가구-계","","135355","130391","130753","130327","130585",
"대구광역시","계","40~44세","2세대가구-부부+미혼자녀","","106797","103409","104789","104884","105101",
"대구광역시","계","40~44세","2세대가구-부+미혼자녀","","3357","3196","3207","3234","3269",
"대구광역시","계","40~44세","2세대가구-모+미혼자녀","","14683","14077","14188","13988","13989",
"대구광역시","계","40~44세","2세대가구-부부+양친","","171","155","146","131","131",
"대구광역시","계","40~44세","2세대가구-부부+한부모","","499","475","430","435","416",
"대구광역시","계","40~44세","2세대가구-부부+미혼자녀+부부미혼형제자매","","1795","1686","1461","1483","1465",
"대구광역시","계","40~44세","2세대가구-조부모+미혼손자녀","","X","X","X","X","X",
"대구광역시","계","40~44세","2세대가구-조부 또는 조모+미혼손자녀","","35","40","50","57","70",
"대구광역시","계","40~44세","2세대가구-기타","","8017","7352","6480","6114","6143",
"대구광역시","계","40~44세","3세대가구-계","","14105","12889","11040","10309","9783",
"대구광역시","계","40~44세","3세대가구-부부+미혼자녀+양친","","2226","2039","1699","1536","1376",
"대구광역시","계","40~44세","3세대가구-부부+미혼자녀+부친","","1279","1230","1181","1191","1215",
"대구광역시","계","40~44세","3세대가구-부부+미혼자녀+모친","","5955","5363","4514","4164","3817",
"대구광역시","계","40~44세","3세대가구-기타","","4645","4257","3646","3418","3375",
"대구광역시","계","40~44세","4세대이상 가구","","66","69","61","51","52",
"대구광역시","계","40~44세","1인가구","","17640","17148","18143","19357","20199",
"대구광역시","계","40~44세","비친족가구","","1386","1557","1605","1937","2102",
"대구광역시","계","45~49세","일반가구원","","214862","209381","201025","190020","182164",
"대구광역시","계","45~49세","1세대가구-계","","16646","16889","15213","14362","14347",
"대구광역시","계","45~49세","1세대가구-부부","","13887","14157","12722","11870","11903",
"대구광역시","계","45~49세","1세대가구-부부+미혼형제자매","","270","254","235","246","242",
"대구광역시","계","45~49세","1세대가구-부부+기타 친인척","","29","22","22","19","22",
"대구광역시","계","45~49세","1세대가구-가구주+미혼형제자매","","1344","1425","1335","1341","1340",
"대구광역시","계","45~49세","1세대가구-가구주+기타 친인척","","113","109","102","93","85",
"대구광역시","계","45~49세","1세대가구-기타","","1003","922","797","793","755",
"대구광역시","계","45~49세","2세대가구-계","","158075","153529","148820","140154","133934",
"대구광역시","계","45~49세","2세대가구-부부+미혼자녀","","121388","117818","115367","109322","104552",
"대구광역시","계","45~49세","2세대가구-부+미혼자녀","","4716","4422","4107","3835","3708",
"대구광역시","계","45~49세","2세대가구-모+미혼자녀","","19122","18623","18435","17125","16268",
"대구광역시","계","45~49세","2세대가구-부부+양친","","199","232","177","140","155",
"대구광역시","계","45~49세","2세대가구-부부+한부모","","915","938","732","634","650",
"대구광역시","계","45~49세","2세대가구-부부+미혼자녀+부부미혼형제자매","","1799","1812","1564","1412","1384",
"대구광역시","계","45~49세","2세대가구-조부모+미혼손자녀","","X","X","X","X","X",
"대구광역시","계","45~49세","2세대가구-조부 또는 조모+미혼손자녀","","X","8","9","11","23",
"대구광역시","계","45~49세","2세대가구-기타","","9929","9673","8427","7674","7192",
"대구광역시","계","45~49세","3세대가구-계","","16474","15206","13131","11582","10473",
"대구광역시","계","45~49세","3세대가구-부부+미혼자녀+양친","","1925","1805","1531","1364","1269",
"대구광역시","계","45~49세","3세대가구-부부+미혼자녀+부친","","1349","1229","1101","1041","965",
"대구광역시","계","45~49세","3세대가구-부부+미혼자녀+모친","","7757","7061","6142","5316","4770",
"대구광역시","계","45~49세","3세대가구-기타","","5443","5111","4357","3861","3469",
"대구광역시","계","45~49세","4세대이상 가구","","31","32","35","28","27",
"대구광역시","계","45~49세","1인가구","","21914","21858","21874","21873","21323",
"대구광역시","계","45~49세","비친족가구","","1722","1867","1952","2021","2060",
"대구광역시","계","50~54세","일반가구원","","207995","210760","211264","213379","211908",
"대구광역시","계","50~54세","1세대가구-계","","27471","28551","27337","28203","29843",
"대구광역시","계","50~54세","1세대가구-부부","","24883","25821","24695","25367","26848",
"대구광역시","계","50~54세","1세대가구-부부+미혼형제자매","","277","278","264","306","327",
"대구광역시","계","50~54세","1세대가구-부부+기타 친인척","","35","46","32","32","33",
"대구광역시","계","50~54세","1세대가구-가구주+미혼형제자매","","762","906","1023","1077","1217",
"대구광역시","계","50~54세","1세대가구-가구주+기타 친인척","","138","148","127","135","122",
"대구광역시","계","50~54세","1세대가구-기타","","1376","1352","1196","1286","1296",
"대구광역시","계","50~54세","2세대가구-계","","143124","144089","145419","145209","141853",
"대구광역시","계","50~54세","2세대가구-부부+미혼자녀","","107040","107634","109009","108988","106136",
"대구광역시","계","50~54세","2세대가구-부+미혼자녀","","5389","5289","5270","5173","4938",
"대구광역시","계","50~54세","2세대가구-모+미혼자녀","","17770","18191","19051","19121","18903",
"대구광역시","계","50~54세","2세대가구-부부+양친","","250","282","242","224","247",
"대구광역시","계","50~54세","2세대가구-부부+한부모","","1370","1386","1302","1291","1346",
"대구광역시","계","50~54세","2세대가구-부부+미혼자녀+부부미혼형제자매","","1213","1191","1116","1166","1144",
"대구광역시","계","50~54세","2세대가구-조부모+미혼손자녀","","33","35","20","27","16",
"대구광역시","계","50~54세","2세대가구-조부 또는 조모+미혼손자녀","","15","15","6","7","9",
"대구광역시","계","50~54세","2세대가구-기타","","10044","10066","9403","9212","9114",
"대구광역시","계","50~54세","3세대가구-계","","13359","13147","12046","11624","10975",
"대구광역시","계","50~54세","3세대가구-부부+미혼자녀+양친","","1092","1070","924","858","812",
"대구광역시","계","50~54세","3세대가구-부부+미혼자녀+부친","","974","1023","916","851","850",
"대구광역시","계","50~54세","3세대가구-부부+미혼자녀+모친","","6796","6616","6018","5743","5336",
"대구광역시","계","50~54세","3세대가구-기타","","4497","4438","4188","4172","3977",
"대구광역시","계","50~54세","4세대이상 가구","","53","36","30","17","24",
"대구광역시","계","50~54세","1인가구","","22346","22983","24351","26009","26898",
"대구광역시","계","50~54세","비친족가구","","1642","1954","2081","2317","2315",
"대구광역시","계","55~59세","일반가구원","","212511","208452","203787","196660","194919",
"대구광역시","계","55~59세","1세대가구-계","","52102","50900","49256","47838","47321",
"대구광역시","계","55~59세","1세대가구-부부","","49205","47958","46467","45003","44487",
"대구광역시","계","55~59세","1세대가구-부부+미혼형제자매","","358","369","330","373","373",
"대구광역시","계","55~59세","1세대가구-부부+기타 친인척","","60","82","64","60","47",
"대구광역시","계","55~59세","1세대가구-가구주+미혼형제자매","","505","522","583","644","692",
"대구광역시","계","55~59세","1세대가구-가구주+기타 친인척","","147","152","135","129","120",
"대구광역시","계","55~59세","1세대가구-기타","","1827","1817","1677","1629","1602",
"대구광역시","계","55~59세","2세대가구-계","","120211","117893","115733","110367","109176",
"대구광역시","계","55~59세","2세대가구-부부+미혼자녀","","85786","84180","83259","79359","78246",
"대구광역시","계","55~59세","2세대가구-부+미혼자녀","","5234","5061","5071","4900","4767",
"대구광역시","계","55~59세","2세대가구-모+미혼자녀","","14105","14219","14741","14252","14554",
"대구광역시","계","55~59세","2세대가구-부부+양친","","389","385","320","278","264",
"대구광역시","계","55~59세","2세대가구-부부+한부모","","2444","2334","1996","1893","1881",
"대구광역시","계","55~59세","2세대가구-부부+미혼자녀+부부미혼형제자매","","739","728","676","667","693",
"대구광역시","계","55~59세","2세대가구-조부모+미혼손자녀","","222","230","179","138","124",
"대구광역시","계","55~59세","2세대가구-조부 또는 조모+미혼손자녀","","88","70","64","55","54",
"대구광역시","계","55~59세","2세대가구-기타","","11204","10686","9427","8825","8593",
"대구광역시","계","55~59세","3세대가구-계","","11592","10644","9103","8085","7678",
"대구광역시","계","55~59세","3세대가구-부부+미혼자녀+양친","","1067","925","699","565","503",
"대구광역시","계","55~59세","3세대가구-부부+미혼자녀+부친","","665","673","567","551","491",
"대구광역시","계","55~59세","3세대가구-부부+미혼자녀+모친","","5404","4943","4374","3853","3713",
"대구광역시","계","55~59세","3세대가구-기타","","4456","4103","3463","3116","2971",
"대구광역시","계","55~59세","4세대이상 가구","","110","89","65","41","42",
"대구광역시","계","55~59세","1인가구","","26664","26846","27615","27999","28350",
"대구광역시","계","55~59세","비친족가구","","1832","2080","2015","2330","2352",
"대구광역시","계","60~64세","일반가구원","","164918","174908","182705","192416","195849",
"대구광역시","계","60~64세","1세대가구-계","","62612","66263","70325","74168","74263",
"대구광역시","계","60~64세","1세대가구-부부","","59964","63433","67487","71132","71177",
"대구광역시","계","60~64세","1세대가구-부부+미혼형제자매","","327","332","335","396","398",
"대구광역시","계","60~64세","1세대가구-부부+기타 친인척","","102","100","87","89","83",
"대구광역시","계","60~64세","1세대가구-가구주+미혼형제자매","","342","352","377","436","486",
"대구광역시","계","60~64세","1세대가구-가구주+기타 친인척","","151","161","169","176","153",
"대구광역시","계","60~64세","1세대가구-기타","","1726","1885","1870","1939","1966",
"대구광역시","계","60~64세","2세대가구-계","","66139","70393","72898","75952","78150",
"대구광역시","계","60~64세","2세대가구-부부+미혼자녀","","42062","45116","47766","50240","51772",
"대구광역시","계","60~64세","2세대가구-부+미혼자녀","","3003","3246","3412","3566","3779",
"대구광역시","계","60~64세","2세대가구-모+미혼자녀","","8212","8924","9376","9962","10510",
"대구광역시","계","60~64세","2세대가구-부부+양친","","327","367","291","281","272",
"대구광역시","계","60~64세","2세대가구-부부+한부모","","2235","2325","2325","2314","2220",
"대구광역시","계","60~64세","2세대가구-부부+미혼자녀+부부미혼형제자매","","317","326","331","338","379",
"대구광역시","계","60~64세","2세대가구-조부모+미혼손자녀","","553","553","521","456","468",
"대구광역시","계","60~64세","2세대가구-조부 또는 조모+미혼손자녀","","200","206","215","198","178",
"대구광역시","계","60~64세","2세대가구-기타","","9230","9330","8661","8597","8572",
"대구광역시","계","60~64세","3세대가구-계","","9548","9334","8097","7486","6960",
"대구광역시","계","60~64세","3세대가구-부부+미혼자녀+양친","","1622","1425","1048","904","730",
"대구광역시","계","60~64세","3세대가구-부부+미혼자녀+부친","","515","507","478","416","405",
"대구광역시","계","60~64세","3세대가구-부부+미혼자녀+모친","","3254","3220","2938","2673","2533",
"대구광역시","계","60~64세","3세대가구-기타","","4157","4182","3633","3493","3292",
"대구광역시","계","60~64세","4세대이상 가구","","132","119","99","77","69",
"대구광역시","계","60~64세","1인가구","","24956","26831","29264","32418","33968",
"대구광역시","계","60~64세","비친족가구","","1531","1968","2022","2315","2439",
"대구광역시","계","65~69세","일반가구원","","120783","123485","133421","142921","148586",
"대구광역시","계","65~69세","1세대가구-계","","53438","55602","61780","67193","69530",
"대구광역시","계","65~69세","1세대가구-부부","","51815","53762","59827","65018","67102",
"대구광역시","계","65~69세","1세대가구-부부+미혼형제자매","","163","188","201","258","294",
"대구광역시","계","65~69세","1세대가구-부부+기타 친인척","","62","71","70","96","86",
"대구광역시","계","65~69세","1세대가구-가구주+미혼형제자매","","157","172","192","240","283",
"대구광역시","계","65~69세","1세대가구-가구주+기타 친인척","","103","129","133","137","145",
"대구광역시","계","65~69세","1세대가구-기타","","1138","1280","1357","1444","1620",
"대구광역시","계","65~69세","2세대가구-계","","36243","36478","38038","39126","40788",
"대구광역시","계","65~69세","2세대가구-부부+미혼자녀","","19266","19730","21161","21867","23232",
"대구광역시","계","65~69세","2세대가구-부+미혼자녀","","1605","1607","1694","1842","1937",
"대구광역시","계","65~69세","2세대가구-모+미혼자녀","","5478","5552","6006","6210","6388",
"대구광역시","계","65~69세","2세대가구-부부+양친","","244","223","202","175","177",
"대구광역시","계","65~69세","2세대가구-부부+한부모","","1299","1294","1307","1385","1357",
"대구광역시","계","65~69세","2세대가구-부부+미혼자녀+부부미혼형제자매","","115","117","112","131","149",
"대구광역시","계","65~69세","2세대가구-조부모+미혼손자녀","","758","770","807","778","759",
"대구광역시","계","65~69세","2세대가구-조부 또는 조모+미혼손자녀","","310","294","299","330","310",
