일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2024.5.1,봉화(271),X,17,18.1,12.6,5.5,54,X, ,X,낮음
2024.5.1,영주(272),X,19.2,20.5,13.7,7.5,61.3,X, ,X,낮음
2024.5.1,문경(273),X,19.7,20.2,13.5,8.6,69.1,X, ,X,낮음
2024.5.1,청송군(276),X,16.9,18.1,11.8,4.7,58.9,X, ,X,낮음
2024.5.1,영덕(277),X,17.5,16.8,12.6,7.6,72.1,X, ,X,낮음
2024.5.1,의성(278),X,19.5,20.9,12.8,6.3,71.4,X, ,X,낮음
2024.5.1,구미(279),X,20,20.9,13.9,9.2,65,X, ,X,낮음
2024.5.1,영천(281),X,17.4,17.9,12.4,7.1,72,X, ,X,낮음
2024.5.1,경주시(283),X,16.9,17.2,12.3,7.7,70.3,X, ,X,낮음
2024.5.1,거창(284),X,17.9,17.9,12.2,7.3,77.1,X, ,X,낮음
2024.5.1,합천(285),X,19.6,20.3,13.9,9,69.4,X, ,X,낮음
2024.5.1,밀양(288),X,18.4,19.1,14.3,10,57,X, ,X,낮음
2024.5.1,산청(289),X,19.1,18.6,13.3,9.4,81,X, ,X,낮음
2024.5.1,거제(294),X,19.4,19.3,14.6,11.4,65.5,X, ,X,낮음
2024.5.1,남해(295),X,18.7,17.4,13.8,10.8,82.9,X, ,X,낮음
2024.5.1,부천(433),X,20.6,23.1,16.7,13.1,48,X, ,X,낮음
2024.5.1,안양(434),X,,22.6,17.9,14.6,,X, ,X,낮음
2024.5.1,광명(437),X,21.6,24.4,18.5,15.2,45,X, ,X,낮음
2024.5.1,군포(438),X,21.1,23.3,17.6,14,49,X, ,X,낮음
2024.5.1,김포(441),X,,23.5,17.3,12.8,,X, ,X,낮음
2024.5.1,하남(444),X,21.1,23,17,12.7,44,X, ,X,낮음
2024.5.1,의왕(445),X,21.5,22.7,16.1,11.3,57,X, ,X,낮음
2024.5.1,포천(504),X,22.5,24.7,16.9,11.8,52,X, ,X,낮음
2024.5.1,가평조종(505),X,21.5,23.2,15.8,9.4,53,X, ,X,낮음
2024.5.1,안성(516),X,21.3,23.1,17.7,12.6,52,X, ,X,낮음
2024.5.1,간성(517),X,18.2,17.2,12,7.7,76,X, ,X,낮음
2024.5.1,평창(526),X,19.5,21.6,14.6,8.2,43,X, ,X,낮음
2024.5.1,의정부(532),X,21.5,24.1,17.3,12.3,48,X, ,X,낮음
2024.5.1,횡성(536),X,21.3,24.5,17,10.4,37,X, ,X,낮음
2024.5.1,고양(540),X,23.7,26,17.4,11.4,60,X, ,X,낮음
2024.5.1,남양주(541),X,22.5,24.8,17.7,13,43,X, ,X,낮음
2024.5.1,안산(545),X,21.8,23,15.4,9.9,69,X, ,X,낮음
2024.5.1,경기광주(546),X,19.9,22.3,16.3,12.4,42,X, ,X,낮음
2024.5.1,여주(548),X,22.3,24.1,17.3,12.8,47,X, ,X,낮음
2024.5.1,용인(549),X,21.8,23.3,16.5,12,53,X, ,X,낮음
2024.5.1,오산(550),X,21.8,23.2,16.2,10.3,59,X, ,X,낮음
2024.5.1,평택(551),X,22.3,23.9,17.4,12.3,57,X, ,X,낮음
2024.5.1,화천(555),X,20.7,23.1,15.2,9.2,54,X, ,X,낮음
2024.5.1,양구(556),X,20.1,22.8,14.4,7.6,50,X, ,X,낮음
2024.5.1,시흥(565),X,21.5,23.6,16.1,10.9,62,X, ,X,낮음
2024.5.1,구리(569),X,21.7,23.9,17.2,13.3,45,X, ,X,낮음
2024.5.1,화성(571),X,21,22.8,16.7,11.9,58,X, ,X,낮음
2024.5.1,성남(572),X,20.6,22.5,17.4,13.5,49,X, ,X,낮음
2024.5.1,과천(590),X,21.8,23.5,16.7,11.5,59,X, ,X,낮음
2024.5.1,양주(598),X,22.3,24.5,16.8,10.9,53,X, ,X,낮음
2024.5.1,단양(601),X,20.8,23.1,15.9,9.8,49,X, ,X,낮음
2024.5.1,진천(602),X,20.9,23.4,17.6,13,45,X, ,X,낮음
2024.5.1,괴산(603),X,20.4,21.9,16.1,10,49,X, ,X,낮음
2024.5.1,옥천(604),X,19.7,20.6,14.7,10.4,61,X, ,X,낮음
2024.5.1,홍북(608),X,,,,,,X, ,X,낮음
2024.5.1,공주(612),X,20.3,21.9,15.8,11,57,X, ,X,낮음
2024.5.1,서천(614),X,20.9,20.6,13.9,8,78,X, ,X,낮음
2024.5.1,논산(615),X,21,23,16.5,10.7,58,X, ,X,낮음
2024.5.1,당진(616),X,21.2,22.9,15.5,9.5,63,X, ,X,낮음
2024.5.1,청양(618),X,20.7,22.1,14.3,7.8,66,X, ,X,낮음
2024.5.1,음성(619),X,21,22.7,16.7,10.9,48,X, ,X,낮음
2024.5.1,증평(623),X,20.4,22.3,17,12.4,45,X, ,X,낮음
2024.5.1,태안(627),X,21,22,15,9.4,65,X, ,X,낮음
2024.5.1,예산(628),X,20.9,22.8,16.2,10.4,60,X, ,X,낮음
2024.5.1,아산(634),X,21.5,23.1,16.4,10.9,60,X, ,X,낮음
2024.5.1,계룡(636),X,19.6,20.7,14.4,7.8,64,X, ,X,낮음
2024.5.1,연천청산(652),X,20.6,22.8,15.6,9.7,55,X, ,X,낮음
2024.5.1,양양(670),X,16.6,16,12.4,8.8,72,X, ,X,낮음
2024.5.1,무안(699),X,18.5,16.3,13.5,10.1,90,X, ,X,낮음
2024.5.1,무주(701),X,18.7,19.5,14.6,9.7,63,X, ,X,낮음
2024.5.1,익산(702),X,20.7,21.6,15.5,10.2,69,X, ,X,낮음
2024.5.1,진안(703),X,19.3,19.3,14.3,11.2,72,X, ,X,낮음
2024.5.1,담양(706),X,21.3,19.1,15.1,13.1,95,X, ,X,낮음
2024.5.1,구례(709),X,21,19.9,15.2,11.2,86,X, ,X,낮음
2024.5.1,나주(710),X,19.2,17.6,14.6,11.6,86,X, ,X,낮음
2024.5.1,순천시(712),X,20.5,18.3,14.9,10.6,82,X, ,X,낮음
2024.5.1,광양읍(713),X,20.1,19.2,15,10.7,79,X, ,X,낮음
2024.5.1,장성(730),X,19,16.9,14.5,11.8,88,X, ,X,낮음
2024.5.1,영암(731),X,19.4,18,14.3,10.9,85,X, ,X,낮음
2024.5.1,보성(732),X,17.1,16,12.6,8.3,86,X, ,X,낮음
2024.5.1,완주(734),X,21.5,22.4,15.7,9.2,72,X, ,X,낮음
2024.5.1,김제(737),X,21.5,20.8,14.7,10,82,X, ,X,낮음
2024.5.1,화순(741),X,19.4,17.4,14.1,11.9,89,X, ,X,낮음
2024.5.1,함평(754),X,19,16.7,13.6,10.5,92,X, ,X,낮음
2024.5.1,곡성(768),X,20.3,19.5,15.1,12.4,84,X, ,X,낮음
2024.5.1,압해도(789),X,19.3,17.5,14.2,10.7,89,X, ,X,낮음
2024.5.1,영양(801),X,17.9,18.5,11.8,5.5,70,X, ,X,낮음
2024.5.1,성주(810),X,19.1,20.2,13.3,8.3,71,X, ,X,낮음
2024.5.1,고령(812),X,18.5,18.9,12.7,7.2,77,X, ,X,낮음
2024.5.1,청도(813),X,17.1,17.4,12.4,7.3,72,X, ,X,낮음
2024.5.1,예천(815),X,19.8,20.4,14.7,9.7,62,X, ,X,낮음
2024.5.1,김천(822),X,20.3,21,13.4,7.9,71,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,군위(823),X,20.3,20.8,13.1,7.5,72,X, ,X,낮음
2024.5.1,칠곡(825),X,19.3,19.7,13.6,9,77,X, ,X,낮음
2024.5.1,경산(827),X,18.7,18.6,12.7,8.9,73,X, ,X,낮음
2024.5.1,삼척(876),X,18.6,18.3,13,9.4,69,X, ,X,낮음
2024.5.1,속초(90),X,17.8,17.4,12.5,8.3,72.6,X, ,X,낮음
2024.5.1,삼천포(907),X,18.9,18,14,10.5,80,X, ,X,낮음
2024.5.1,고성(918),X,18.9,18.9,14.4,10.4,77,X, ,X,낮음
2024.5.1,창녕(919),X,19,19,13.9,9,71,X, ,X,낮음
2024.5.1,함안(920),X,19.2,19.3,13.7,8.2,74,X, ,X,낮음
2024.5.1,북춘천(93),X,20.4,22.9,16.3,10.2,42.4,X, ,X,낮음
2024.5.1,하동(932),X,19.8,19.7,14.8,10.4,76,X, ,X,낮음
2024.5.1,철원(95),X,20.8,23.1,15.8,9.9,49.5,X, ,X,낮음
2024.5.1,동두천(98),X,21.2,23.9,16.6,10.8,53.3,X, ,X,낮음
2024.5.1,파주(99),X,21.9,23.1,16,10.3,62,X, ,X,낮음
2024.5.2,북강릉(104),X,21.5,23.8,17,7.4,47.5,X, ,X,낮음
2024.5.2,동해(106),X,20.7,20.8,14.1,5.7,60.1,X, ,X,낮음
2024.5.2,서울(108),X,21.9,23.7,18.1,12.4,48.4,X, ,X,낮음
2024.5.2,인천(112),X,19.5,20.8,16.2,12.7,60.9,X, ,X,낮음
2024.5.2,원주(114),X,22.5,24.8,17.4,9.8,47.4,X, ,X,낮음
2024.5.2,울릉도(115),X,,17.8,13.7,9.2,63,X, ,X,낮음
2024.5.2,수원(119),X,21.4,22.3,16.1,10.3,58.6,X, ,X,낮음
2024.5.2,영월(121),X,22.2,24.5,15.5,5.7,56.4,X, ,X,낮음
2024.5.2,충주(127),X,22.6,24.4,15.6,6.6,56.5,X, ,X,낮음
2024.5.2,서산(129),X,21.8,22.5,14.7,8.5,68.1,X, ,X,낮음
2024.5.2,울진(130),X,18.3,17.6,12.9,5.5,68,X, ,X,낮음
2024.5.2,청주(131),X,22.9,25,18.1,11.5,43.3,X, ,X,낮음
2024.5.2,대전(133),X,22.7,24.8,17,9.6,50.5,X, ,X,낮음
2024.5.2,추풍령(135),X,21.9,23.5,14.9,4.1,59.6,X, ,X,낮음
2024.5.2,안동(136),X,22.9,24.5,15.1,5.9,64.5,X, ,X,낮음
2024.5.2,상주(137),X,23.6,25,15.7,5.8,60,X, ,X,낮음
2024.5.2,포항(138),X,18.8,19.4,14.2,8.5,64.3,X, ,X,낮음
2024.5.2,군산(140),X,21.7,21.6,15.8,11.2,74.3,X, ,X,낮음
2024.5.2,대구(143),X,22.2,25.1,15.9,6.6,55.3,X, ,X,낮음
2024.5.2,전주(146),X,23.4,24.1,16.9,12.3,75.1,X, ,X,낮음
2024.5.2,울산(152),X,18.5,18.6,13.2,7.1,69.6,X, ,X,낮음
2024.5.2,창원(155),X,21,22.1,14.1,8.3,65.3,X, ,X,낮음
2024.5.2,광주(156),X,23.5,23.1,17,12.4,78.9,X, ,X,낮음
2024.5.2,부산(159),X,19.5,19.4,14.7,10.5,63.1,X, ,X,낮음
2024.5.2,통영(162),X,20.5,21.3,14.9,9.3,63.8,X, ,X,낮음
2024.5.2,목포(165),X,20.6,19.6,15.3,12.3,80,X, ,X,낮음
2024.5.2,여수(168),X,19.6,19.9,14.7,10.9,63.8,X, ,X,낮음
2024.5.2,흑산도(169),X,19.9,18.4,14.9,11.9,86.5,X, ,X,낮음
2024.5.2,완도(170),X,22.6,22.3,15.9,10.8,75.8,X, ,X,낮음
2024.5.2,고창(172),X,20.9,20.8,14.4,8.5,76.4,X, ,X,낮음
2024.5.2,제주(184),X,19,19.3,16.1,12.8,60,X, ,X,낮음
2024.5.2,진주(192),X,22.4,24.6,13.7,5.4,70.3,X, ,X,낮음
2024.5.2,양평(202),X,22.6,24.7,17,9.1,52,X, ,X,낮음
2024.5.2,이천(203),X,23.7,25.1,17.2,8.4,53.6,X, ,X,낮음
2024.5.2,인제(211),X,22.7,24.8,14.8,4.7,61,X, ,X,낮음
2024.5.2,홍천(212),X,22.8,25.1,16.2,6.4,54.1,X, ,X,낮음
2024.5.2,태백(216),X,20.9,23.4,12,-0.5,57.6,X, ,X,낮음
2024.5.2,정선군(217),X,23.4,26.4,14,1.2,54.8,X, ,X,낮음
2024.5.2,제천(221),X,21.6,23.8,14.9,4.8,58.3,X, ,X,낮음
2024.5.2,보은(226),X,22.2,23.9,14.6,5.5,62.8,X, ,X,낮음
2024.5.2,천안(232),X,22.2,23.6,15.5,7.3,61.4,X, ,X,낮음
2024.5.2,보령(235),X,22.7,23.2,15.3,9,71.3,X, ,X,낮음
2024.5.2,부여(236),X,23.6,24.7,15.8,8.7,70.3,X, ,X,낮음
2024.5.2,금산(238),X,22.1,23.9,15.7,8.3,63,X, ,X,낮음
2024.5.2,세종(239),X,22.4,24,16.6,9.5,56.1,X, ,X,낮음
2024.5.2,부안(243),X,20.8,20.6,15.6,11.2,76.5,X, ,X,낮음
2024.5.2,임실(244),X,22.5,22.8,15.6,9.5,74.5,X, ,X,낮음
2024.5.2,정읍(245),X,22.2,22,15.8,10.9,73.4,X, ,X,낮음
2024.5.2,남원(247),X,23,23.6,16.1,8.9,68,X, ,X,낮음
2024.5.2,장수(248),X,21.6,22.5,14.1,6.4,70.4,X, ,X,낮음
2024.5.2,영광군(252),X,20.8,20.2,14.6,8.5,77.1,X, ,X,낮음
2024.5.2,김해시(253),X,22.4,23.3,14.6,8.9,66.6,X, ,X,낮음
2024.5.2,순창군(254),X,21.9,22.4,15.9,11,72.4,X, ,X,낮음
2024.5.2,양산시(257),X,23,24.4,15.7,8.8,63.6,X, ,X,낮음
2024.5.2,강진군(259),X,23.4,23.7,15.7,8.7,77,X, ,X,낮음
2024.5.2,장흥(260),X,22.9,23.2,14.8,7.1,77.6,X, ,X,낮음
2024.5.2,해남(261),X,22.4,22.4,15,9.6,81.8,X, ,X,낮음
2024.5.2,고흥(262),X,22.8,23.5,14.3,7,71.9,X, ,X,낮음
2024.5.2,의령군(263),X,22.3,24.3,14.7,5.3,63.3,X, ,X,낮음
2024.5.2,함양군(264),X,22.7,25.4,14.8,5.7,63.6,X, ,X,낮음
2024.5.2,진도군ASOS(268),X,20.9,19.6,14.7,10.7,85.1,X, ,X,낮음
2024.5.2,봉화(271),X,20.9,22.3,12.5,2.5,66.3,X, ,X,낮음
2024.5.2,영주(272),X,22,23.9,14.8,4.1,57.5,X, ,X,낮음
2024.5.2,문경(273),X,22.3,24,15.5,5,58.4,X, ,X,낮음
2024.5.2,청송군(276),X,21.9,24,13.1,3.4,64.4,X, ,X,낮음
2024.5.2,영덕(277),X,20,20.4,11.9,4.5,74.5,X, ,X,낮음
2024.5.2,의성(278),X,22.6,24.7,13.8,3.2,66.9,X, ,X,낮음
2024.5.2,구미(279),X,22.5,24.7,15.3,6.7,60.5,X, ,X,낮음
2024.5.2,영천(281),X,21.5,23.6,13.8,4.2,63.3,X, ,X,낮음
2024.5.2,경주시(283),X,21.2,23.7,13.7,4.9,63.8,X, ,X,낮음
2024.5.2,거창(284),X,22,23.8,13.6,5,70,X, ,X,낮음
2024.5.2,합천(285),X,22,24.5,15.5,6.5,60,X, ,X,낮음
2024.5.2,밀양(288),X,21.3,24.3,15.1,6.5,57.1,X, ,X,낮음
2024.5.2,산청(289),X,22.5,24.3,14.6,5.9,69.3,X, ,X,낮음
2024.5.2,거제(294),X,20.2,20.3,13.6,8,70.9,X, ,X,낮음
2024.5.2,남해(295),X,20.8,21.9,14.1,9.1,67.5,X, ,X,낮음
2024.5.2,부천(433),X,20.1,21.9,16.3,11.2,48,X, ,X,낮음
2024.5.2,안양(434),X,16.1,22.7,17.8,13.3,,X, ,X,낮음
2024.5.2,광명(437),X,21.9,23.7,18.6,14.9,46,X, ,X,낮음
2024.5.2,군포(438),X,21.7,23.8,17.6,12.4,47,X, ,X,낮음
2024.5.2,김포(441),X,,22.5,16.7,10.8,,X, ,X,낮음
2024.5.2,하남(444),X,22.9,24.9,16.7,10.3,49,X, ,X,낮음
2024.5.2,의왕(445),X,21.7,22.4,16,9,58,X, ,X,낮음
2024.5.2,포천(504),X,24.1,26.3,16.8,8.1,58,X, ,X,낮음
2024.5.2,가평조종(505),X,22.5,24.5,15.3,5.7,60,X, ,X,낮음
2024.5.2,안성(516),X,23,24.5,16.8,9.7,57,X, ,X,낮음
2024.5.2,간성(517),X,20.6,21.1,15.4,5.8,61,X, ,X,낮음
2024.5.2,평창(526),X,21.5,24.4,14.6,4.7,53,X, ,X,낮음
2024.5.2,의정부(532),X,22.5,24.5,17,10,52,X, ,X,낮음
2024.5.2,횡성(536),X,22.7,25.6,15.6,6.5,57,X, ,X,낮음
2024.5.2,고양(540),X,24.4,26.4,17.1,9.6,60,X, ,X,낮음
2024.5.2,남양주(541),X,23.9,26,17.4,9.4,53,X, ,X,낮음
2024.5.2,안산(545),X,22.2,22.2,14.6,7.5,71,X, ,X,낮음
2024.5.2,경기광주(546),X,21.7,24.1,16,8.8,47,X, ,X,낮음
2024.5.2,여주(548),X,23.8,25.7,16.7,8.6,50,X, ,X,낮음
2024.5.2,용인(549),X,22.9,24.3,16.2,8.4,56,X, ,X,낮음
2024.5.2,오산(550),X,23.4,24.4,16.1,8.3,59,X, ,X,낮음
2024.5.2,평택(551),X,22.5,24,16.7,10.2,59,X, ,X,낮음
2024.5.2,화천(555),X,23.3,25.5,15.1,5.3,61,X, ,X,낮음
2024.5.2,양구(556),X,22.7,26.1,15.1,4.1,56,X, ,X,낮음
2024.5.2,시흥(565),X,20.7,22.7,15.2,8.4,65,X, ,X,낮음
2024.5.2,구리(569),X,23.1,25.1,17.7,11.3,50,X, ,X,낮음
2024.5.2,화성(571),X,21.6,22.8,16,11.2,57,X, ,X,낮음
2024.5.2,성남(572),X,22.3,24,17.2,11.1,52,X, ,X,낮음
2024.5.2,과천(590),X,23,24.6,16.2,8.8,61,X, ,X,낮음
2024.5.2,양주(598),X,23.1,25,16.5,8.5,59,X, ,X,낮음
2024.5.2,단양(601),X,22.9,25.1,15.1,5.6,60,X, ,X,낮음
2024.5.2,진천(602),X,22.5,24.3,16.7,8.7,52,X, ,X,낮음
2024.5.2,괴산(603),X,22.8,24.8,14.6,4.9,62,X, ,X,낮음
2024.5.2,옥천(604),X,22.4,24.4,15.5,6.6,63,X, ,X,낮음
2024.5.2,홍북(608),X,,,,,,X, ,X,낮음
2024.5.2,공주(612),X,22.9,24.7,15.5,7.6,65,X, ,X,낮음
2024.5.2,서천(614),X,21.5,21.5,14.9,8.4,76,X, ,X,낮음
2024.5.2,논산(615),X,23.5,25.2,16,9,67,X, ,X,낮음
2024.5.2,당진(616),X,22.5,22.6,15.4,8.7,66,X, ,X,낮음
2024.5.2,청양(618),X,22.7,23.3,14.3,6.1,72,X, ,X,낮음
2024.5.2,음성(619),X,22.4,24.1,14.9,5.5,59,X, ,X,낮음
2024.5.2,증평(623),X,22.1,24.3,16.1,7.7,48,X, ,X,낮음
2024.5.2,태안(627),X,22,23.2,15.7,10,68,X, ,X,낮음
2024.5.2,예산(628),X,23,23.3,16,9.2,65,X, ,X,낮음
2024.5.2,아산(634),X,22.3,22.5,15.9,9.9,66,X, ,X,낮음
2024.5.2,계룡(636),X,22.2,23.9,13.6,5.8,67,X, ,X,낮음
2024.5.2,연천청산(652),X,22.3,24.6,16,7.8,58,X, ,X,낮음
2024.5.2,양양(670),X,21,21.9,16.9,6.2,49,X, ,X,낮음
2024.5.2,무안(699),X,21.2,20.3,14.6,9,81,X, ,X,낮음
2024.5.2,무주(701),X,21.7,23.5,14.9,6,63,X, ,X,낮음
2024.5.2,익산(702),X,22.6,23.9,15.8,10.4,72,X, ,X,낮음
2024.5.2,진안(703),X,21.2,22.2,14.4,6.7,70,X, ,X,낮음
2024.5.2,담양(706),X,24.6,24.8,17.1,11,81,X, ,X,낮음
2024.5.2,구례(709),X,24.5,24.6,15.6,8.2,80,X, ,X,낮음
2024.5.2,나주(710),X,22.9,23.2,15.7,9.8,79,X, ,X,낮음
2024.5.2,순천시(712),X,22,21.9,14.6,8.1,79,X, ,X,낮음
2024.5.2,광양읍(713),X,22.7,24,15.3,7.9,71,X, ,X,낮음
