"시도별","교육정도별",2018,2018,2018,2018,2019,2019,2019,2019,2020,2020,2020,2020,2021,2021,2021,2021,2022,2022,2022,2022,2023,2023,2023,2023
"시도별","교육정도별",15세이상인구 (천명),경제활동인구 (천명),비경제활동인구 (천명),경제활동참가율 (%),15세이상인구 (천명),경제활동인구 (천명),비경제활동인구 (천명),경제활동참가율 (%),15세이상인구 (천명),경제활동인구 (천명),비경제활동인구 (천명),경제활동참가율 (%),15세이상인구 (천명),경제활동인구 (천명),비경제활동인구 (천명),경제활동참가율 (%),15세이상인구 (천명),경제활동인구 (천명),비경제활동인구 (천명),경제활동참가율 (%),15세이상인구 (천명),경제활동인구 (천명),비경제활동인구 (천명),경제활동참가율 (%)
"대구광역시","계",2106,1282,824,60.9,2104,1266,838,60.2,2091,1232,859,58.9,2090,1265,825,60.5,2077,1265,812,60.9,2086,1286,800,61.7
"대구광역시","초졸이하",261,89,172,34.1,270,86,184,31.9,261,85,176,32.6,247,83,164,33.8,238,72,166,30.3,233,71,162,30.4
"대구광역시","중졸",280,106,174,37.8,257,100,158,38.7,258,98,160,38.1,252,88,164,34.9,257,97,160,37.7,250,88,162,35.2
"대구광역시","고졸",765,465,300,60.8,741,438,303,59.1,719,407,312,56.6,698,412,287,59.0,704,429,275,60.9,709,442,268,62.3
"대구광역시","대졸이상",801,622,178,77.7,836,643,193,76.9,853,642,211,75.2,893,682,212,76.3,878,668,211,76.0,893,685,208,76.8
"대구광역시","전문대졸",274,210,64,76.7,262,199,63,76.0,257,194,62,75.8,293,226,67,77.3,287,219,68,76.4,290,229,61,78.9
"대구광역시","대학교졸이상",526,412,114,78.3,574,444,131,77.3,596,447,149,75.0,600,456,145,75.9,591,448,143,75.8,603,457,146,75.7
